system:index,mode,presence,row_code,scientificName,year,.geo
0000000000000000014d,10.0,0,334,Aedes communis,2014.51351351351,"{""type"":""Polygon"",""coordinates"":[[[-111.41635192879474,46.043349065793834],[-111.42404321786252,46.04159402900842],[-111.42873387778548,46.03701364561283],[-111.42859497024328,46.03139468309261],[-111.42368194307934,46.02692852164077],[-111.41591121214879,46.02535653744843],[-111.40831228772423,46.02729156677904],[-111.40384777825713,46.03197923416722],[-111.40425934134339,46.03759175638482],[-111.40938773549506,46.04194020484222],[-111.41635192879474,46.043349065793834]]]}"
00000000000000000154,14.0,0,341,Aedes communis,2018.67094515753,"{""type"":""Polygon"",""coordinates"":[[[-89.53754965500985,46.24255048715443],[-89.54526882200759,46.24079544856772],[-89.54997647655352,46.23621506230504],[-89.549837056882,46.23059609988898],[-89.54490622411109,46.22612994136531],[-89.53710734184506,46.2245579588031],[-89.52948088795152,46.22649298617147],[-89.52500019704073,46.23118065076684],[-89.52541324277377,46.23679317329268],[-89.53056021891362,46.24114162472598],[-89.53754965500985,46.24255048715443]]]}"
00000000000000000169,18.0,0,362,Aedes communis,2009.38554216867,"{""type"":""Polygon"",""coordinates"":[[[-93.77884591750018,58.742347151184454],[-93.7891343358365,58.740591962596014],[-93.79540808998154,58.736011337599265],[-93.7952213065945,58.73039238387938],[-93.78864953779313,58.72592646917592],[-93.77825648531079,58.72435462234069],[-93.76809315633957,58.72628948632964],[-93.76212118406525,58.73097691837158],[-93.76267069723608,58.7365894665415],[-93.76953008011027,58.74093816577409],[-93.77884591750018,58.742347151184454]]]}"
0000000000000000016e,18.0,0,367,Aedes communis,2019.60869565217,"{""type"":""Polygon"",""coordinates"":[[[-89.52094842178788,46.225949253932455],[-89.52866525418528,46.22419421549636],[-89.53337148554009,46.219613829473424],[-89.53323210875746,46.21399486704864],[-89.5283027670932,46.20952870828013],[-89.52050624232132,46.207956725581624],[-89.51288209384465,46.209891753114064],[-89.50840275802732,46.21457941794296],[-89.50881567959944,46.22019194044302],[-89.51396109961627,46.224540391627485],[-89.52094842178788,46.225949253932455]]]}"
0000000000000000017a,8.0,0,379,Aedes communis,2006.0,"{""type"":""Polygon"",""coordinates"":[[[-151.4887547062494,66.56924670266008],[-151.5021799584595,66.56749134992425],[-151.51036537617344,66.56291046372291],[-151.5101202751984,66.55729151956983],[-151.50154519081863,66.55282587163435],[-151.48798570594428,66.55125417327767],[-151.47472584792945,66.55318885853625],[-151.46693318815556,66.55787603612957],[-151.4676487991851,66.5634886123058],[-151.4765985165218,66.56783758266917],[-151.4887547062494,66.56924670266008]]]}"
0000000000000000017b,1.0,0,380,Aedes communis,2019.77966101695,"{""type"":""Polygon"",""coordinates"":[[[-105.55654913423832,40.05074978276476],[-105.56352345013703,40.04899479485006],[-105.5677770284526,40.0444144892425],[-105.56765128160175,40.03879552389874],[-105.56319618717252,40.034329283001355],[-105.55614947844721,40.03275725457982],[-105.54925858183337,40.03469233715042],[-105.54521023251819,40.039380080311545],[-105.5455836534686,40.044992594163496],[-105.55023414256871,40.04934096188057],[-105.55654913423832,40.05074978276476]]]}"
0000000000000000017f,5.0,0,384,Aedes communis,1999.0,"{""type"":""Polygon"",""coordinates"":[[[-72.53085483334208,43.636348612649016],[-72.53823135972203,43.63459359665695],[-72.54273013576827,43.63001324635784],[-72.54259700830757,43.6243942826357],[-72.53788502034229,43.61992808738217],[-72.53043214282374,43.61835608437188],[-72.52314405024899,43.620291136354226],[-72.51886224156297,43.6249788359816],[-72.51925706209487,43.63059135464045],[-72.52417565002321,43.634939768745156],[-72.53085483334208,43.636348612649016]]]}"
00000000000000000186,5.0,0,391,Aedes communis,2020.78125,"{""type"":""Polygon"",""coordinates"":[[[-147.51304696160338,65.17484567133805],[-147.5257620731761,65.17309035485259],[-147.53351475441406,65.16850952633186],[-147.53328290462204,65.1628905800615],[-147.52516133377605,65.158424873217],[-147.51231860819016,65.15685314207458],[-147.49975968908444,65.15878786679896],[-147.4923792067791,65.16347510058159],[-147.49305726673055,65.16908767057794],[-147.50153379446672,65.17343658106805],[-147.51304696160338,65.17484567133805]]]}"
00000000000000000187,8.0,0,392,Aedes communis,2020.0999755859375,"{""type"":""Polygon"",""coordinates"":[[[-145.7534500131052,63.94644805403374],[-145.7656046853163,63.94469276646131],[-145.77301583624904,63.94011198394786],[-145.77279442395493,63.93449303599062],[-145.7650307688619,63.93002728215899],[-145.752753740139,63.928455524865136],[-145.74074803050718,63.930390281069236],[-145.7336928381351,63.93507755966939],[-145.7343412416037,63.94069012473467],[-145.7424443153925,63.94503898746889],[-145.7534500131052,63.94644805403374]]]}"
00000000000000000189,14.0,0,394,Aedes communis,2020.2750244140625,"{""type"":""Polygon"",""coordinates"":[[[-89.52094842178788,46.250848874214896],[-89.52866875654486,46.249093835552856],[-89.53337712296614,46.244513449170285],[-89.53323768184167,46.23889448675858],[-89.52830610322424,46.23442832835736],[-89.5205060417477,46.23285634586331],[-89.51287843469251,46.234791373149626],[-89.5083970659685,46.23947903762822],[-89.50881017380632,46.24509156016695],[-89.51395792831363,46.24944001172468],[-89.52094842178788,46.250848874214896]]]}"
0000000000000000018b,17.0,0,396,Aedes communis,2002.05555555556,"{""type"":""Polygon"",""coordinates"":[[[-64.78694807067318,46.1097495395807],[-64.7946486196454,46.1079945021963],[-64.79934492448788,46.10341411784732],[-64.79920584684106,46.097795155361716],[-64.79428690538414,46.0933289948836],[-64.7865068237288,46.09175701123332],[-64.77889875513834,46.093692039911424],[-64.77442887085931,46.09837970637092],[-64.77484092642392,46.10399222869101],[-64.77997549275238,46.108340678137985],[-64.78694807067318,46.1097495395807]]]}"
00000000000000000195,8.0,0,406,Aedes communis,2020.51428571429,"{""type"":""Polygon"",""coordinates"":[[[-149.2394503618597,63.88834596730734],[-149.25157988279508,63.88659068103959],[-149.25897570625668,63.8820099006022],[-149.25875476195623,63.87639095256888],[-149.25100716943558,63.871925196616964],[-149.23875552863672,63.87035343814303],[-149.22677464648075,63.87228819576765],[-149.21973405243222,63.87697547639019],[-149.2203811245429,63.882588041232914],[-149.2284674382346,63.88693690181216],[-149.2394503618597,63.88834596730734]]]}"
0000000000000000019d,6.0,0,414,Aedes communis,2018.25287356322,"{""type"":""Polygon"",""coordinates"":[[[-72.19054961824625,42.54905032997889],[-72.19779633983377,42.547295322838806],[-72.20221598407183,42.54271498662951],[-72.20208523913486,42.53709602239595],[-72.19745615788852,42.532629812752376],[-72.1901343616293,42.53105780173082],[-72.18297445458404,42.53299286335657],[-72.17876798984868,42.53768057670877],[-72.17915590474773,42.54329309385233],[-72.18398796997946,42.54764149333248],[-72.19054961824625,42.54905032997889]]]}"
000000000000000001b1,5.0,0,434,Aedes communis,1999.5,"{""type"":""Polygon"",""coordinates"":[[[-73.36084960792522,43.68614785321391],[-73.36823225503211,43.68439283680877],[-73.37273476239308,43.6798124858522],[-73.37260152257315,43.67419352215392],[-73.36788562528471,43.66972732757188],[-73.36042656687538,43.66815532493541],[-73.35313242995154,43.67009037646777],[-73.34884706854929,43.67477807545472],[-73.34924221468854,43.68039059418427],[-73.35416488243787,43.68473900897139],[-73.36084960792522,43.68614785321391]]]}"
000000000000000001b4,5.0,0,437,Aedes communis,1999.0,"{""type"":""Polygon"",""coordinates"":[[[-73.07865093865685,44.38335059842544],[-73.086120954045,44.38159557616422],[-73.09067672268648,44.37701521588654],[-73.09054187887533,44.37139625252668],[-73.08577017929386,44.36693006746435],[-73.07822289407778,44.36535807012771],[-73.07084247935127,44.36729311528052],[-73.06650640589476,44.37198080518782],[-73.06690619964282,44.37759332491971],[-73.07188710332292,44.38194174938172],[-73.07865093865685,44.38335059842544]]]}"
000000000000000001c3,14.0,0,452,Aedes communis,2018.67857142857,"{""type"":""Polygon"",""coordinates"":[[[-89.5541553473329,45.49554850137801],[-89.5617714716203,45.493793469479954],[-89.56641631031637,45.48921309386343],[-89.56627878341718,45.48359413106061],[-89.56141376396836,45.47912796166397],[-89.55371893525596,45.477555973048645],[-89.5461942363497,45.47949100770333],[-89.54177335548144,45.48417868266909],[-89.54218092086452,45.48979120405031],[-89.54725921393221,45.49413964443337],[-89.5541553473329,45.49554850137801]]]}"
000000000000000001d4,8.0,0,469,Aedes communis,2018.46666666667,"{""type"":""Polygon"",""coordinates"":[[[-149.26434998214214,63.88834596730734],[-149.27647950307752,63.8865906810396],[-149.28387532653912,63.88200990060221],[-149.28365438223867,63.8763909525689],[-149.27590678971802,63.87192519661698],[-149.26365514891913,63.87035343814303],[-149.25167426676322,63.872288195767666],[-149.24463367271466,63.87697547639019],[-149.24528074482535,63.88258804123293],[-149.25336705851703,63.88693690181216],[-149.26434998214214,63.88834596730734]]]}"
000000000000000001d6,5.0,0,471,Aedes communis,2018.60784313725,"{""type"":""Polygon"",""coordinates"":[[[-71.3024527569367,44.067949462713095],[-71.30988285748596,44.06619444311815],[-71.31441429335209,44.06161408708434],[-71.31428018237277,44.05599512357038],[-71.309533976468,44.05152893417375],[-71.30202699825274,44.04995693442414],[-71.29468600011394,44.051891982481514],[-71.29037309482781,44.056579676522745],[-71.29077076532045,44.06219219579829],[-71.29572506351661,44.06654061585535],[-71.3024527569367,44.067949462713095]]]}"
000000000000000001de,8.0,0,479,Aedes communis,2021.28571428571,"{""type"":""Polygon"",""coordinates"":[[[-110.53655345454565,44.964349170184164],[-110.54409873422284,44.96259414293539],[-110.54870038513165,44.95801377471903],[-110.5485641593046,44.95239481164744],[-110.54374438833548,44.94792863469295],[-110.53612109965114,44.94635664187007],[-110.52866636042138,44.94829168158952],[-110.52428660057191,44.952979363763774],[-110.52469039779507,44.95859188434931],[-110.52972146922617,44.962940317051306],[-110.53655345454565,44.964349170184164]]]}"
000000000000000001ec,5.0,0,493,Aedes communis,1999.69565217391,"{""type"":""Polygon"",""coordinates"":[[[-73.40235046142965,43.6280457664875],[-73.40972596885177,43.62629075056424],[-73.4142241237213,43.62171040037464],[-73.41409101496563,43.61609143664852],[-73.40937967781122,43.61162524128314],[-73.40192782926664,43.6100532382106],[-73.3946407429348,43.61198829026788],[-73.39035952569292,43.616675990001944],[-73.39075429201867,43.62228850864901],[-73.39567220075216,43.626636922640046],[-73.40235046142965,43.6280457664875]]]}"
000000000000000001f9,8.0,0,506,Aedes communis,2012.82352941176,"{""type"":""Polygon"",""coordinates"":[[[-111.49935363580359,45.910548118220106],[-111.50702650256603,45.908793082628364],[-111.5117059320798,45.904212701132685],[-111.51156736294477,45.89859373854343],[-111.50666610209419,45.89412757515121],[-111.49891397417181,45.89255558987862],[-111.49133324181152,45.89449062050955],[-111.48687942537427,45.89917828974844],[-111.4872900086779,45.90479081176177],[-111.49240612345865,45.90913925824714],[-111.49935363580359,45.910548118220106]]]}"
000000000000000001fc,5.0,0,509,Aedes communis,2019.65217391304,"{""type"":""Polygon"",""coordinates"":[[[-90.09364860648614,45.79434840386836],[-90.10130545979573,45.792593369316386],[-90.10597512734944,45.78801298947568],[-90.10583685236053,45.78239402682631],[-90.10094581929394,45.77792786174385],[-90.09320986191891,45.776355875530285],[-90.08564494289479,45.77829090729391],[-90.08120042129566,45.7829785781449],[-90.08161015291807,45.788591099980295],[-90.08671559393751,45.79293954474786],[-90.09364860648614,45.79434840386836]]]}"
0000000000000000020b,8.0,0,524,Aedes communis,2019.48837209302,"{""type"":""Polygon"",""coordinates"":[[[-149.19795396745636,63.88834596730734],[-149.21008348839172,63.8865906810396],[-149.2174793118533,63.8820099006022],[-149.2172583675529,63.8763909525689],[-149.2095107750322,63.871925196616964],[-149.19725913423335,63.87035343814303],[-149.1852782520774,63.872288195767666],[-149.17823765802885,63.87697547639019],[-149.17888473013954,63.882588041232914],[-149.18697104383125,63.88693690181216],[-149.19795396745636,63.88834596730734]]]}"
0000000000000000020e,6.0,0,527,Aedes communis,2004.0,"{""type"":""Polygon"",""coordinates"":[[[-64.80354930389517,46.126350772802674],[-64.81125217310175,46.1245957352683],[-64.81594989237912,46.12001535068059],[-64.81581077210897,46.11439638820366],[-64.8108903487205,46.10993022796935],[-64.80310792407509,46.108358244454806],[-64.79549756425153,46.11029327296953],[-64.79102633321747,46.11498093919648],[-64.79143851218073,46.12059346154224],[-64.79657462505784,46.124941911236995],[-64.80354930389517,46.126350772802674]]]}"
00000000000000000215,5.0,0,534,Aedes communis,2017.92592592593,"{""type"":""Polygon"",""coordinates"":[[[-90.08535021942569,45.810949637090346],[-90.0930093545253,45.80919460239008],[-90.09768041308145,45.804614222313354],[-90.09754209617972,45.79899525967256],[-90.09264960573486,45.79452909483114],[-90.08491134418395,45.79295710875177],[-90.07734417188381,45.79489214035386],[-90.07289832584391,45.799579810974954],[-90.07330817882485,45.805192332835716],[-90.07841514077113,45.80954077784827],[-90.08535021942569,45.810949637090346]]]}"
00000000000000000217,6.0,0,536,Aedes communis,2019.1282051282,"{""type"":""Polygon"",""coordinates"":[[[-71.2775486775532,44.0679494627131],[-71.28497877810246,44.06619444311815],[-71.28951021396858,44.06161408708434],[-71.28937610298927,44.05599512357038],[-71.28462989708449,44.05152893417375],[-71.27712291886924,44.04995693442414],[-71.26978192073044,44.051891982481514],[-71.26546901544431,44.056579676522745],[-71.26586668593694,44.06219219579829],[-71.27082098413311,44.06654061585535],[-71.2775486775532,44.0679494627131]]]}"
00000000000000000227,5.0,0,552,Aedes communis,2019.78787878788,"{""type"":""Polygon"",""coordinates"":[[[-147.488151800422,65.17484567133805],[-147.50086691199473,65.17309035485258],[-147.5086195932327,65.16850952633186],[-147.5083877434407,65.16289058006149],[-147.50026617259468,65.158424873217],[-147.48742344700878,65.15685314207458],[-147.4748645279031,65.15878786679896],[-147.46748404559773,65.16347510058158],[-147.46816210554917,65.16908767057794],[-147.47663863328535,65.17343658106805],[-147.488151800422,65.17484567133805]]]}"
0000000000000000022b,1.0,0,556,Aedes communis,2019.25,"{""type"":""Polygon"",""coordinates"":[[[-105.53164505485485,40.17524788417698],[-105.538632148814,40.17349289533825],[-105.5428935170239,40.168912588259865],[-105.54276753577089,40.16329362296945],[-105.53830427992074,40.15882738357423],[-105.53124466725193,40.157255355989],[-105.52434115176541,40.15919043755291],[-105.52028538553668,40.16387817928131],[-105.52065948642385,40.169490693291486],[-105.52531849297004,40.1738390625352],[-105.53164505485485,40.17524788417698]]]}"
0000000000000000022c,6.0,0,557,Aedes communis,2017.199951171875,"{""type"":""Polygon"",""coordinates"":[[[-71.28585152371471,44.08455069593508],[-71.29328370894916,44.0827956762005],[-71.29781641567668,44.07821531994444],[-71.29768226642432,44.07259635643855],[-71.29293472902711,44.06813016726892],[-71.28542564564212,44.066558167645645],[-71.27808258883853,44.06849321555093],[-71.27376847351753,44.07318090937567],[-71.27416625490588,44.078793428675105],[-71.27912194266305,44.08314184896286],[-71.28585152371471,44.08455069593508]]]}"
00000000000000000231,5.0,0,562,Aedes communis,2017.76470588235,"{""type"":""Polygon"",""coordinates"":[[[-72.24034885881113,42.44944738974806],[-72.24758404693375,42.44769238340338],[-72.25199666009799,42.44311204846016],[-72.2518661268248,42.437493084180645],[-72.24724441204532,42.43302687324403],[-72.23993426271709,42.431454861502594],[-72.23278574530741,42.43338992399488],[-72.22858597506374,42.438077638580346],[-72.22897327635019,42.44369015558773],[-72.23379765381256,42.44803855375376],[-72.24034885881113,42.44944738974806]]]}"
00000000000000000235,1.0,0,566,Aedes communis,2022.63636363636,"{""type"":""Polygon"",""coordinates"":[[[-119.01084759246581,36.98804743791284],[-119.01753129015896,36.986292471732206],[-119.02160769796183,36.981712200720295],[-119.02148728126721,36.976093234122345],[-119.0172178066131,36.971626957892106],[-119.01046458076112,36.97005490979927],[-119.00386068340573,36.97199001604876],[-118.99998102096538,36.97667779290912],[-119.00033897672431,36.98229030303897],[-119.00479574830152,36.986638634847644],[-119.01084759246581,36.98804743791284]]]}"
00000000000000000238,5.0,0,569,Aedes communis,2020.48837209302,"{""type"":""Polygon"",""coordinates"":[[[-90.04385382502231,45.80265125002988],[-90.05151181928302,45.80089621540377],[-90.05618218237218,45.796315835445036],[-90.05604388642585,45.790696872799955],[-90.0511521246343,45.78623070783803],[-90.0434150151146,45.78465872169157],[-90.03584896939702,45.786593753374405],[-90.03140378554494,45.79128142411044],[-90.03181357784963,45.79689394595852],[-90.0369197793699,45.801242390848586],[-90.04385382502231,45.80265125002988]]]}"
0000000000000000023c,15.0,0,573,Aedes communis,2004.77142857143,"{""type"":""Polygon"",""coordinates"":[[[-73.94184817968396,45.43745087375265],[-73.94945645899189,45.43569584236735],[-73.95409651529596,45.431115467566954],[-73.95395913248127,45.4254965047345],[-73.94909912362124,45.42103033450432],[-73.94141221687812,45.41945834542498],[-73.93389526494194,45.42139338063823],[-73.92947893760979,45.42608105639899],[-73.92988608573643,45.43169357769246],[-73.9349591497228,45.4360420172284],[-73.94184817968396,45.43745087375265]]]}"
00000000000000000249,6.0,0,586,Aedes communis,2019.38922155689,"{""type"":""Polygon"",""coordinates"":[[[-71.28585152371471,44.076247849773566],[-71.2932826661024,44.074492830108824],[-71.2978147370919,44.06991247396393],[-71.29768060698532,44.064293510454014],[-71.29293373565635,44.05982732117083],[-71.28542570536531,44.05825532148437],[-71.27808367839194,44.06019036946573],[-71.27377016838102,44.06487806339876],[-71.2741678942947,44.07049058268624],[-71.27912288693535,44.0748390028586],[-71.28585152371471,44.076247849773566]]]}"
0000000000000000024f,15.0,0,592,Aedes communis,2011.34615384615,"{""type"":""Polygon"",""coordinates"":[[[-111.5657496504894,46.17614555426651],[-111.57345949143193,46.17439051628172],[-111.57816146073851,46.16981013097711],[-111.5780222123943,46.164191168526244],[-111.57309733616489,46.15972500902409],[-111.56530787141058,46.158153025917166],[-111.557690626995,46.16008805394124],[-111.55321534929203,46.16477571946986],[-111.55362789903646,46.170388241892695],[-111.55876865891243,46.174736692331564],[-111.5657496504894,46.17614555426651]]]}"
00000000000000000253,5.0,0,596,Aedes communis,2018.78260869565,"{""type"":""Polygon"",""coordinates"":[[[-90.06044614004219,45.810949637090346],[-90.06810527514179,45.80919460239008],[-90.07277633369795,45.80461422231336],[-90.07263801679622,45.79899525967256],[-90.06774552635136,45.79452909483115],[-90.06000726480045,45.79295710875178],[-90.0524400925003,45.79489214035386],[-90.0479942464604,45.79957981097496],[-90.04840409944134,45.805192332835716],[-90.05351106138762,45.80954077784827],[-90.06044614004219,45.810949637090346]]]}"
0000000000000000025e,14.0,0,607,Aedes communis,2019.20689655172,"{""type"":""Polygon"",""coordinates"":[[[-89.5043471885659,46.225949253932455],[-89.51206402096331,46.22419421549636],[-89.51677025231811,46.219613829473424],[-89.51663087553548,46.21399486704864],[-89.51170153387122,46.20952870828014],[-89.50390500909934,46.207956725581624],[-89.49628086062268,46.209891753114064],[-89.49180152480534,46.214579417942964],[-89.49221444637746,46.22019194044303],[-89.49735986639429,46.224540391627485],[-89.5043471885659,46.225949253932455]]]}"
00000000000000000263,11.0,0,612,Aedes communis,2020.25925925926,"{""type"":""Polygon"",""coordinates"":[[[-149.58804950491495,68.64424478687059],[-149.60270903910416,68.64248937194913],[-149.6116465307283,68.63790838680468],[-149.61137832954435,68.63228944628968],[-149.60201501945556,68.62782389940429],[-149.58720986421648,68.62625225728415],[-149.57273182608162,68.62818687484786],[-149.56422277382134,68.63287395605545],[-149.56500357937992,68.63848654282629],[-149.57477568738082,68.64283561589487],[-149.58804950491495,68.64424478687059]]]}"
00000000000000000264,17.0,0,613,Aedes communis,2002.05882352941,"{""type"":""Polygon"",""coordinates"":[[[-64.80354930389517,46.09314830635872],[-64.81124753467648,46.09139326912422],[-64.8159424263296,46.086812885013806],[-64.81580339126835,46.081193922519546],[-64.81088593043786,46.07672776179776],[-64.80310818970946,46.07515577801184],[-64.79550241033455,46.07709080685322],[-64.79103387162446,46.08177847354512],[-64.79144580389888,46.087390995839556],[-64.79657882504058,46.0917394450389],[-64.80354930389517,46.09314830635872]]]}"
