"scientificName","year","lon","lat","presence","row_code","system.index","bio01","bio02","bio03","bio04","bio05","bio06","bio07","bio08","bio09","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","geo","landcover","forest","shrub","grass","wetland","crop","urban","water"
"Aedes sierrensis",2025,-122.353506,40.842729,1,11,"0000000000000000000a",15.4912302070646,14.9281364190012,42.5627283800244,69.1313032886724,35.8948842874543,1.26175395858709,34.6331303288672,7.86175395858709,24.6696711327649,24.6696711327649,7.263215590743,1529.57369062119,278.963459196102,7,79,767.797807551766,40,40,746.030450669915,"{""type"":""Polygon"",""coordinates"":[[[-122.35350567875624,40.851729186793136],[-122.36056361783999,40.84997419287346],[-122.36486817532499,40.8453938777075],[-122.3647408943997,40.839774912710425],[-122.3602323893806,40.83530868157513],[-122.35310123379348,40.83373665858849],[-122.34612775589267,40.83567173461695],[-122.34203086823673,40.840359468467305],[-122.34240873879672,40.84597198334747],[-122.34711496837441,40.85032036098568],[-122.35350567875624,40.851729186793136]]]}",1,1,0,0,0,0,0,0
"Aedes sierrensis",2025,-122.633669,38.10276,1,12,"0000000000000000000b",13.7738853503185,12.2936305732484,54.9796178343949,36.7306751592357,25.8834394904459,3.69732484076433,22.1861146496815,9.0828025477707,17.9984713375796,18.344076433121,9.04,908.318471337579,201.68152866242,1.10700636942675,92.5592356687898,508.44203821656,9.34140127388535,14.0866242038217,508.070063694267,"{""type"":""Polygon"",""coordinates"":[[[-122.63367099794424,38.11175873978541],[-122.64045622341531,38.11000376584351],[-122.6445945260759,38.105423482477356],[-122.64447224746714,38.09980451632717],[-122.64013792630132,38.095338252714434],[-122.63328217159129,38.093766211646354],[-122.62657801045366,38.09570130943995],[-122.62263941706057,38.1003890742662],[-122.62300277579193,38.10600158572534],[-122.62752722292667,38.11034993035703],[-122.63367099794424,38.11175873978541]]]}",8,0,1,0,0,0,0,0
"Aedes sierrensis",2025,-122.0842,37.28706,1,13,"0000000000000000000c",13.8935185185185,12.7107142857143,54,38.6008465608466,26.6660052910053,3.38108465608466,23.2849206349206,9.24550264550265,18.6240740740741,19.015873015873,9.24550264550265,736.230158730159,152.849206349206,2,88.3994708994709,394.309523809524,8.63227513227513,13.6322751322751,394.309523809524,"{""type"":""Polygon"",""coordinates"":[[[-122.0841982706334,37.296059843179606],[-122.09090923762338,37.29430487489474],[-122.09500226974814,37.28972460053335],[-122.09488135297714,37.28410563405678],[-122.0905944612261,37.2796393612474],[-122.08381369717362,37.27806731505912],[-122.07718286999477,37.280002419016036],[-122.07328737931716,37.284690192613716],[-122.07364678627286,37.29030270310398],[-122.0781217348061,37.294651038389226],[-122.0841982706334,37.296059843179606]]]}",6,1,0,0,0,0,0,0
"Aedes sierrensis",2025,-121.701997,39.845547,1,14,"0000000000000000000d",15.0786600496278,13.481017369727,42.4044665012407,63.6874441687345,33.3322580645161,1.97369727047146,31.3585607940447,8.09937965260546,23.4699751861042,23.4699751861042,7.56538461538462,1196.20099255583,225.931761786601,2,81.3697270471464,606.741935483871,23.1104218362283,23.1104218362283,593.598014888337,"{""type"":""Polygon"",""coordinates"":[[[-121.70199534203938,39.85454487731209],[-121.70894968121212,39.85278989084679],[-121.71319108110072,39.84820958754634],[-121.71306570069665,39.842590622118905],[-121.70862336551971,39.83812437886527],[-121.70159683033546,39.836552349131914],[-121.69472566159308,39.838487433281585],[-121.69068890759458,39.843175178690025],[-121.69106126554915,39.8487876922938],[-121.69569843879681,39.85313605761622],[-121.70199534203938,39.85454487731209]]]}",1,1,0,0,0,0,0,0
"Aedes sierrensis",2025,-122.395483,40.520618,1,15,"0000000000000000000e",16.8097323600973,14.4980535279805,41.9805352798053,70.3824452554744,36.7951338199513,2.29805352798053,34.4970802919708,8.29768856447688,25.9941605839416,25.9941605839416,8.29768856447688,1055.62408759124,204.461070559611,5,78.2031630170316,531.599756690998,32.9403892944039,32.9403892944039,531.599756690998,"{""type"":""Polygon"",""coordinates"":[[[-122.39548365607337,40.52961710399536],[-122.40250756122532,40.527862112507805],[-122.40679137063746,40.523281801213166],[-122.40666471409112,40.51766283607567],[-122.4021779467261,40.51319660098656],[-122.39508116026066,40.5116245757987],[-122.3881412922106,40.513559654476836],[-122.3840641592486,40.51824739209821],[-122.38444021887982,40.52385990656194],[-122.38912376257034,40.52820828018191],[-122.39548365607337,40.52961710399536]]]}",8,0,1,0,0,0,0,0
"Aedes sierrensis",2023,-119.73228,37.10878,1,16,"0000000000000000000f",15.8779816513761,15.4241153342071,44,67.7822149410223,35.9289646133683,1.5,34.4289646133683,8.8735255570118,24.7273918741809,24.7273918741809,7.7,529.695937090433,96.9095674967235,1,82.2922673656619,268.906946264744,6,6,265.412844036697,"{""type"":""Polygon"",""coordinates"":[[[-119.7322766337007,37.11778052396179],[-119.7389717664281,37.11602555689696],[-119.74305514543069,37.11144528447758],[-119.74293451903648,37.105826317930635],[-119.73865774074311,37.101360043137845],[-119.73189296709371,37.09978799584531],[-119.72527777705623,37.101723101131455],[-119.72139147724496,37.10641087662083],[-119.72175004154606,37.11202338690214],[-119.72621443540035,37.11637172017167],[-119.7322766337007,37.11778052396179]]]}",8,0,1,0,0,0,0,0
"Aedes sierrensis",2025,-122.403878,37.802103,1,17,"00000000000000000010",14.3110671936759,7.84097496706192,51.0065876152833,23.7290382081686,22.131093544137,6.94123847167326,15.1898550724638,11.0386034255599,16.4034255599473,17.031093544137,11.0386034255599,549.740447957839,119.03557312253,1,89.5032938076417,300.555994729908,7,32.8379446640316,300.555994729908,"{""type"":""Polygon"",""coordinates"":[[[-122.403880143357,37.81110385125682],[-122.41063764823096,37.80934887941454],[-122.41475905146609,37.80476859939051],[-122.41463728123969,37.799149633119185],[-122.4103206654119,37.794683366093096],[-122.40349290460266,37.793111323124656],[-122.39681611892328,37.795046423205775],[-122.39289361571863,37.79973419128755],[-122.39325549926771,37.805346702387105],[-122.3977614686446,37.80969504354984],[-122.403880143357,37.81110385125682]]]}",17,0,0,0,0,0,1,0
"Aedes sierrensis",2025,-122.295073,37.419527,1,18,"00000000000000000011",12.7722222222222,11.1525132275132,54.3359788359788,35.043373015873,24.2342592592593,3.84669312169312,20.3875661375661,8.89867724867725,17.0337301587302,17.5816137566138,8.89867724867725,878.509259259259,171.603174603175,2,85.4973544973545,453.441798941799,12.6732804232804,17.2010582010582,453.441798941799,"{""type"":""Polygon"",""coordinates"":[[[-122.2950736185519,37.428526358174324],[-122.30179644165905,37.4267713889792],[-122.30589670168709,37.422191113168864],[-122.30577556749049,37.41657214674481],[-122.30148110315247,37.41210587541525],[-122.29468836607417,37.41053383005085],[-122.28804583037876,37.41246893301604],[-122.28414345791647,37.417156705202316],[-122.28450349581891,37.42276921584849],[-122.2889863473084,37.42711755263765],[-122.2950736185519,37.428526358174324]]]}",1,1,0,0,0,0,0,0
"Aedes sierrensis",2025,-122.069016,37.235307,1,19,"00000000000000000012",13.1744031830239,12.5984084880637,53.3859416445623,39.9474137931034,26.5,3.1079575596817,23.3920424403183,8.68395225464191,18.1757294429708,18.6159151193634,8.68395225464191,895.949602122016,181.497347480106,2,87.6127320954907,475.644562334217,10.7732095490716,15.920424403183,475.644562334217,"{""type"":""Polygon"",""coordinates"":[[[-122.06901503154639,37.24430751635332],[-122.07572138764118,37.24255254842321],[-122.07981160880267,37.2379722746265],[-122.079690776589,37.23235330812947],[-122.07540682984987,37.22788703474337],[-122.06863072215971,37.226314988234],[-122.06200444847437,37.22825009257742],[-122.05811163415255,37.23293786672515],[-122.05847079572985,37.23855037715465],[-122.06294267076888,37.24289871185378],[-122.06901503154639,37.24430751635332]]]}",1,1,0,0,0,0,0,0
"Aedes sierrensis",2025,-122.011636,36.98807,1,20,"00000000000000000013",13.8,12.1453488372093,61,28.2775839793282,23.9710594315245,4.19043927648579,19.7806201550388,10.1547803617571,16.964857881137,17.3257105943152,10.1547803617571,710.890180878553,158.480620155039,2,91.5322997416021,401.450904392765,8,12.0348837209302,401.450904392765,"{""type"":""Polygon"",""coordinates"":[[[-122.01163531919065,36.99706819934395],[-122.0183198096269,36.99531323310193],[-122.02239670071395,36.99073296199231],[-122.02227626948176,36.985113995397896],[-122.01800628849689,36.98064771926746],[-122.01125226208433,36.979075671230184],[-122.00464758185441,36.981010777412784],[-122.00076745927286,36.985698554177965],[-122.00112545721953,36.99131106431834],[-122.00558275721743,36.995659396228426],[-122.01163531919065,36.99706819934395]]]}",17,0,0,0,0,0,1,0
"Aedes sierrensis",2025,-118.436021,34.107888,1,21,"00000000000000000014",17.2102150537634,12.2627688172043,52.8588709677419,38.0697446236559,29.5209677419355,6.49368279569893,23.0272849462366,13.0552419354839,21.7497311827957,22.5356182795699,12.8552419354839,445.420698924731,95.513440860215,0,93.9086021505376,259.184139784946,5,12.4005376344086,247.739247311828,"{""type"":""Polygon"",""coordinates"":[[[-118.43602041656509,34.11688577881167],[-118.4424689266234,34.11513083147086],[-118.44640195562066,34.110550590448234],[-118.44628585171347,34.104931622763864],[-118.44216659314996,34.10046531590526],[-118.43565087444188,34.09889325075997],[-118.42927923718388,34.100828377535926],[-118.42553608747184,34.10551618360846],[-118.42588152699612,34.11112869051105],[-118.43018152888679,34.11547699119255],[-118.43602041656509,34.11688577881167]]]}",7,0,1,0,0,0,0,0
"Aedes sierrensis",2025,-121.563374,40.323237,1,22,"00000000000000000015",7.09204545454546,14.9717171717172,45.6603535353535,60.8952398989899,26.3929292929293,-6.08017676767677,32.4731060606061,0.79949494949495,15.1270202020202,15.1270202020202,0.0529040404040404,1208.87121212121,198.488636363636,7.11489898989899,68.8181818181818,561.603535353535,54.2941919191919,54.2941919191919,543.125,"{""type"":""Polygon"",""coordinates"":[[[-121.56337526759089,40.33223499586459],[-121.57037858830891,40.33048000585585],[-121.57464984883937,40.325899696915116],[-121.57452356991458,40.32028073169224],[-121.57004994994155,40.31581449419906],[-121.56297395066655,40.31424246767278],[-121.55605441058248,40.31617754796201],[-121.55198922567384,40.32086528787631],[-121.55236419000069,40.32647780208682],[-121.55703401278024,40.330826173263574],[-121.56337526759089,40.33223499586459]]]}",1,1,0,0,0,0,0,0
"Aedes sierrensis",2025,-119.648992,37.488292,1,23,"00000000000000000016",8.69516339869281,14.036339869281,46,59.1783790849673,26.5628758169935,-3.82732026143791,30.3901960784314,2.43307189542484,16.6283660130719,16.7407843137255,2.12666666666667,1046.54117647059,192.682352941177,4.63529411764706,79.7111111111111,528.726797385621,25.5869281045752,34.9202614379085,519.461437908497,"{""type"":""Polygon"",""coordinates"":[[[-119.64899400332551,37.49729015551951],[-119.65572301171284,37.4955351858506],[-119.65982704250314,37.49095490928608],[-119.65970579487579,37.485335942889364],[-119.65540737995529,37.480869672330044],[-119.64860839660741,37.47929762739449],[-119.64195975263561,37.48123272984348],[-119.6380537899789,37.48592050129512],[-119.63841415704249,37.491533012022444],[-119.6429011314662,37.4958813495944],[-119.64899400332551,37.49729015551951]]]}",1,1,0,0,0,0,0,0
"Aedes sierrensis",2025,-123.400117,39.449835,1,24,"00000000000000000017",11.425224071703,15.7900128040973,53.8322663252241,46.5583610755442,28.6603072983355,-0.330217669654289,28.9905249679898,6.37733674775928,17.4802816901408,17.6478873239437,6.05467349551857,1339.75544174136,253.409731113957,2.92573623559539,85.4007682458387,709.588988476313,20.0217669654289,36.5416133162612,687.800256081946,"{""type"":""Polygon"",""coordinates"":[[[-123.40011912341473,39.4588353316272],[-123.40703376481616,39.45708034806007],[-123.41125096369676,39.45250004937279],[-123.41112631146613,39.44688108377808],[-123.4067093314968,39.44241483581295],[-123.39972288524524,39.44084280345654],[-123.39289091979747,39.44277789076366],[-123.38887720802715,39.44746564066575],[-123.38924745356373,39.45307815377324],[-123.39385816551275,39.45742651430743],[-123.40011912341473,39.4588353316272]]]}",1,1,0,0,0,0,0,0
"Aedes sierrensis",2025,-122.423026,49.180299,1,25,"00000000000000000018",9.6289,9.2207,36.86,53.73064,23.5366,-1.1291,24.6657,3.3707,16.5187,16.5187,2.8709,1748.196,253.165,51.398,46.695,719.998,191.713,191.713,661.452,"{""type"":""Polygon"",""coordinates"":[[[-122.42302752328051,49.18929836821254],[-122.43119600804835,49.18754330133875],[-122.43617756650625,49.18296287005311],[-122.43602988785348,49.17734390927358],[-122.43081207748993,49.17287779673217],[-122.42255947900266,49.171305839768344],[-122.41448933123219,49.17324083632312],[-122.40974783904362,49.177928457061576],[-122.41018477599766,49.18354098442709],[-122.41563124055509,49.18788948259243],[-122.42302752328051,49.18929836821254]]]}",8,0,1,0,0,0,0,0
"Aedes sierrensis",2025,-122.567627,37.887817,1,26,"00000000000000000019",13.7702099737533,9.53293963254593,52.6981627296588,30.6707086614173,22.9674540682415,5.04606299212598,17.9213910761155,10.2262467191601,17.1905511811024,17.5654855643045,9.75223097112861,951.405511811024,195.209973753281,2,88.5892388451444,511.48687664042,12.3805774278215,16.4803149606299,501.51312335958,"{""type"":""Polygon"",""coordinates"":[[[-122.56762725224164,37.89681669170616],[-122.57439261781961,37.89506171926706],[-122.57851881321028,37.890481438293016],[-122.57839689882364,37.88486247205612],[-122.57407526230921,37.8803962060003],[-122.56723956329328,37.87882416357204],[-122.56055501477853,37.88075926300292],[-122.55662794889395,37.88544703015929],[-122.55699025076049,37.89105954136107],[-122.56150145985902,37.89540788350986],[-122.56762725224164,37.89681669170616]]]}",8,0,1,0,0,0,0,0
"Aedes sierrensis",2025,-124.288026,40.321099,1,27,"0000000000000000001a",11.6696315120712,8.28144853875476,54.9834815756036,23.8759974587039,19.543456162643,4.5710292249047,14.9724269377382,9.27268106734435,14.4040660736976,14.7836086404066,8.77268106734435,1800.01905972046,343.270648030496,3,83,942.756035578145,30.0457433290978,47.010165184244,931.682337992376,"{""type"":""Polygon"",""coordinates"":[[[-124.288024243379,40.33009908645999],[-124.2950273424629,40.328344096467205],[-124.29929846787853,40.32376378755186],[-124.29917219301953,40.31814482232807],[-124.29469871460547,40.31367858480896],[-124.28762293914784,40.312106558268226],[-124.28070361793662,40.31404163857485],[-124.27663856167358,40.31872937851388],[-124.27701351420714,40.32434189272166],[-124.28168318925253,40.32869026387205],[-124.288024243379,40.33009908645999]]]}",10,0,0,1,0,0,0,0
"Aedes sierrensis",2022,-119.26219,37.03337,1,28,"0000000000000000001b",12.5834437086093,14.6851655629139,44.1324503311258,64.7148741721854,31.4301986754967,-1.34635761589404,32.7765562913907,5.84185430463576,21.1972185430464,21.2382781456954,5.18993377483444,819.229139072847,155.298013245033,2.91655629139073,82.1311258278146,422.260927152318,14.3139072847682,21.5986754966887,418.678145695364,"{""type"":""Polygon"",""coordinates"":[[[-119.26219374154542,37.042368206945916],[-119.26888221829215,37.04061324039542],[-119.27296153957462,37.03603296879477],[-119.27284103524026,37.03041400221815],[-119.26856850816993,37.025947726589195],[-119.26181045613683,37.02437567883113],[-119.2552018392209,37.02631078467765],[-119.25131940281844,37.030998560964534],[-119.25167761290612,37.03661107115774],[-119.25613757006825,37.04095940357748],[-119.26219374154542,37.042368206945916]]]}",1,1,0,0,0,0,0,0
"Aedes sierrensis",2025,-119.576062,49.492132,1,29,"0000000000000000001c",8.78927855711423,11.4431863727455,33,78.9353306613227,28.2850701402806,-5.71372745490982,33.9987975951904,16.9313627254509,4.3314629258517,19.0488977955912,-1.35110220440882,304.493987975952,33.7705410821643,17,20.1322645290581,89.8777555110221,61.5080160320641,86.9849699398797,80.6402805611222,"{""type"":""Polygon"",""coordinates"":[[[-119.57606094649535,49.50113222308211],[-119.5842813615775,49.49937715301913],[-119.58929457622465,49.494796716657525],[-119.5891459424238,49.489177756062595],[-119.58389496451687,49.484711648705314],[-119.57558992838435,49.483139694627454],[-119.56746850124942,49.485074687708284],[-119.56269686676076,49.48976230350222],[-119.56313656432305,49.49537483141326],[-119.56861764207525,49.49972333484729],[-119.57606094649535,49.50113222308211]]]}",17,0,0,0,0,0,1,0
"Aedes sierrensis",2025,-116.859176,33.311535,1,30,"0000000000000000001d",12.2248655913978,13.5174731182796,45.8413978494624,58.6487768817204,29.0307795698925,-0.080241935483871,29.1110215053763,6.0255376344086,17.5915322580645,20.2865591397849,5.80389784946237,732.306451612903,128.291666666667,3.64381720430108,78.866935483871,378.799731182796,34.2540322580645,52.5241935483871,361.317204301075,"{""type"":""Polygon"",""coordinates"":[[[-116.85917526564133,33.32053492167678],[-116.86556423842835,33.31877997933292],[-116.86946097139807,33.31419974626458],[-116.8693459592953,33.30858077829216],[-116.86526472762202,33.30411446330977],[-116.85880913331201,33.30254239364149],[-116.85249629217614,33.30447752586189],[-116.84878770038152,33.30916533968256],[-116.8491299714791,33.31477784572905],[-116.85339028746533,33.31912613815449],[-116.85917526564133,33.32053492167678]]]}",7,0,1,0,0,0,0,0
"Aedes sierrensis",2025,-122.254993,44.213178,1,31,"0000000000000000001e",9.25977900552486,12.9900552486188,43.4895027624309,57.9029834254144,27.2886187845304,-2.24331491712707,29.5319337016575,2.56475138121547,16.7791160220994,16.8280662983425,2.15977900552486,1870.91933701657,306.277348066298,20.8596685082873,62.5160220994475,875.837569060773,120.420994475138,121.32044198895,801.085082872928,"{""type"":""Polygon"",""coordinates"":[[[-122.25499521828351,44.22217639084863],[-122.26244475501773,44.22042136995349],[-122.26698803952445,44.215841011850166],[-122.26685357170682,44.210222048411346],[-122.2620949518751,44.205755861128345],[-122.25456834650191,44.2041838625554],[-122.24720815478496,44.20611890919638],[-122.24288396795839,44.21080660122169],[-122.24328267236008,44.21641912071978],[-122.24824992587193,44.22076754292491],[-122.25499521828351,44.22217639084863]]]}",1,1,0,0,0,0,0,0
"Aedes sierrensis",2025,-119.905659,34.614804,1,32,"0000000000000000001f",15.3185385656292,13.1889039242219,53.1217861975643,39.5977672530447,28.4664411366712,3.95196211096076,24.5144790257104,11.0629228687415,20.223951285521,20.6951285520974,10.6792963464141,515.071718538566,108.397834912043,0,95.3897158322057,303.94451962111,2,8.87686062246279,283.987821380244,"{""type"":""Polygon"",""coordinates"":[[[-119.90565985996184,34.623800845668455],[-119.91214750717185,34.62204589509766],[-119.91610439557796,34.61746564893349],[-119.91598757398677,34.61184668143533],[-119.91184331823364,34.60738037982783],[-119.90528807638987,34.605808317606154],[-119.8988777891477,34.607743440862905],[-119.8951119225978,34.61243124192711],[-119.89545944492535,34.61804374938307],[-119.89978553457742,34.62239205540119],[-119.90565985996184,34.623800845668455]]]}",7,0,1,0,0,0,0,0
"Aedes sierrensis",2025,-121.70945,47.508753,1,33,"00000000000000000020",5.56072916666667,8.025,34.60625,53.0796770833333,19.2084375,-3.73979166666667,22.9482291666667,-0.187395833333333,12.4442708333333,12.7060416666667,-0.620625,2424.446875,359.938541666667,53.0395833333333,52.121875,1055.83333333333,227.126041666667,238.74375,974.844791666667,"{""type"":""Polygon"",""coordinates"":[[[-121.70945095900072,47.51775082911571],[-121.71735579198891,47.51599577867868],[-121.72217662937314,47.51141537355434],[-121.72203379806611,47.505796411823674],[-121.7169843808294,47.501330272563564],[-121.70899801317067,47.49975830072548],[-121.70118821540511,47.50169331518488],[-121.69659975674082,47.506380961407096],[-121.69702267592689,47.51199348596063],[-121.70229340677471,47.51634195697158],[-121.70945095900072,47.51775082911571]]]}",1,1,0,0,0,0,0,0
