"scientificName","year","lon","lat","presence","row_code"
"Aedes sierrensis",2017,-111.823,40.7604,1,225
"Aedes sierrensis",2017,-111.877,40.7332,1,226
"Aedes sierrensis",2017,-111.882,40.7494,1,227
"Aedes sierrensis",2016,-119.18215,34.531295,1,228
"Aedes sierrensis",2016,-117.582,33.9429,1,229
"Aedes sierrensis",2016,-117.582,33.9301,1,230
"Aedes sierrensis",2016,-116.142,43.5726,1,231
"Aedes sierrensis",2015,-112.05,40.8021,1,232
"Aedes sierrensis",2015,-112.015,40.822,1,233
"Aedes sierrensis",2015,-112.012,40.7933,1,234
"Aedes sierrensis",2015,-117.033,33.9546,1,235
"Aedes sierrensis",2015,-117.032,33.9537,1,236
"Aedes sierrensis",2015,-117.351,33.6944,1,237
"Aedes sierrensis",2015,-117.602,33.8934,1,238
"Aedes sierrensis",2014,-111.923,40.7723,1,239
"Aedes sierrensis",2014,-123.232,48.757,1,240
"Aedes sierrensis",2014,-123.301,48.781,1,241
"Aedes sierrensis",2014,-123.31,48.794,1,242
"Aedes sierrensis",2014,-125.753,49.071,1,243
"Aedes sierrensis",2014,-125.684,49.044,1,244
"Aedes sierrensis",2014,-125.656,49.013,1,245
"Aedes sierrensis",2014,-125.68123,49.04143,1,246
"Aedes sierrensis",2014,-123.2738,48.76664,1,247
"Aedes sierrensis",2014,-114.293,48.1949,1,248
"Aedes sierrensis",2014,-114.154,46.9143,1,249
"Aedes sierrensis",2014,-114.232,48.3021,1,250
"Aedes sierrensis",2013,-122.69239,38.583027,1,251
"Aedes sierrensis",2013,-116.392,43.6855,1,252
"Aedes sierrensis",2013,-112.029,40.846,1,253
"Aedes sierrensis",2011,-122.576,49.173,1,254
"Aedes sierrensis",2011,-114.274,48.2209,1,255
"Aedes sierrensis",2010,-125.84,49.08,1,256
"Aedes sierrensis",2010,-125.55,49.03,1,257
"Aedes sierrensis",2010,-125.593,48.975,1,258
"Aedes sierrensis",2009,-116.241,43.6478,1,259
"Aedes sierrensis",2009,-116.096,43.548,1,260
"Aedes sierrensis",2008,-116.90862,33.337077,1,261
"Aedes sierrensis",2007,-114.26,48.204,1,262
"Aedes sierrensis",2007,-114.341,48.3343,1,263
"Aedes sierrensis",2005,-114.307,48.2088,1,264
"Aedes sierrensis",2007,-114.291,48.2794,1,265
"Aedes sierrensis",2005,-114.276,48.269,1,266
"Aedes sierrensis",2005,-109.971,45.8375,1,267
"Aedes sierrensis",1983,-126.963,50.558,1,268
"Aedes sierrensis",1981,-123.583,48.997,1,269
"Aedes sierrensis",1981,-131.443,52.576,1,270
"Aedes sierrensis",1981,-131.466,52.665,1,271
"Aedes sierrensis",1981,-131.617,52.766,1,272
"Aedes sierrensis",1981,-131.612,52.968,1,273
"Aedes sticticus",2010.6,-76.78875,38.86315,0,274
"Culex quinquefasciatus",2019.55555555556,-81.44505,28.55455,0,275
"Aedes excrucians",2021.50757575758,-99.24025,47.12995,0,276
"Aedes communis",2018.42105263158,-72.27355,42.48195,0,277
"Aedes fitchii",2025,-83.71925,42.20805,0,278
"Aedes communis",2012,-117.94845,53.18895,0,279
"Culex tarsalis",2019.35714285714,-116.44615,43.61905,0,280
"Culex tarsalis",1998,-100.12005,25.55825,0,281
"Aedes communis",2012,-117.90695,53.18895,0,282
"Aedes communis",2003,-67.74175,47.05525,0,283
"Culex tarsalis",2019.56666666667,-116.42955,43.63565,0,284
"Aedes communis",2017.77272727273,-149.21455,63.87935,0,285
"Culex tarsalis",2018.80487804878,-116.44615,43.51115,0,286
"Culex quinquefasciatus",2018,-117.45045,33.90805,0,287
"Culex tarsalis",2019.12941176471,-116.29675,43.66885,0,288
"Aedes sticticus",2018.79259259259,-116.38805,43.68545,0,289
"Culex tarsalis",2012,-99.11575,19.48265,0,290
"Aedes communis",2020.66964285714,-145.75345,63.87935,0,291
"Aedes communis",2019.23267326733,-89.58735,45.49485,0,292
"Aedes communis",2019.65517241379,-147.52965,65.19075,0,293
"Aedes communis",2019.80530973451,-71.29415,44.07555,0,294
"Aedes sticticus",2019,-83.84375,41.54405,0,295
"Aedes sticticus",2019.44444444444,-71.35225,42.17485,0,296
"Aedes communis",2004.56980703746,-87.83605,41.83455,0,297
"Aedes communis",2014,-93.45515,58.72505,0,298
"Aedes communis",2019.1,-71.29415,44.05895,0,299
"Culex tarsalis",2012,-99.09915,19.39135,0,300
"Culex quinquefasciatus",2019.5625,-81.54465,28.67905,0,301
"Aedes sticticus",2009.16076294278,-87.82775,41.87605,0,302
"Aedes triseriatus",2021.75,-81.38695,28.08145,0,303
"Aedes sticticus",2020.62962962963,-84.46625,31.17735,0,304
"Aedes sticticus",2018.6,-87.45425,32.90375,0,305
"Aedes sticticus",2000.75179856115,-87.81945,41.90925,0,306
"Aedes communis",2008,-151.87055,66.42745,0,307
"Aedes sticticus",2019.77083333333,-72.22375,42.42385,0,308
"Culex tarsalis",2017.66666666667,-116.39635,43.67715,0,309
"Aedes excrucians",2019.64,-71.19455,42.10015,0,310
"Aedes communis",2018.94117647059,-89.56245,45.49485,0,311
"Aedes communis",2002.09677419355,-64.70395,46.09245,0,312
"Aedes communis",2019.3008356546,-89.58735,45.51145,0,313
"Aedes communis",2020.11428571429,-105.57315,40.04175,0,314
"Aedes triseriatus",2019,-82.00945,29.69995,0,315
"Aedes vexans",2017.37837837838,-116.37145,43.70205,0,316
"Aedes sticticus",2016.90909090909,-93.53815,41.64365,0,317
"Aedes sticticus",2019.94545454545,-88.18465,31.81645,0,318
"Aedes communis",2019.12121212121,-149.23115,63.87935,0,319
"Aedes communis",2019.50610820244,-147.50475,65.15755,0,320
"Aedes communis",2014,-93.46345,58.71675,0,321
"Culex quinquefasciatus",2018,-117.63305,33.91635,0,322
"Aedes sticticus",2008.5,-114.33795,48.33345,0,323
"Aedes triseriatus",2018,-76.57295,36.73005,0,324
"Aedes vexans",2017.33333333333,-116.23035,43.62735,0,325
"Culex tarsalis",2021.94736842105,-96.72535,33.03655,0,326
"Culex tarsalis",2019.05128205128,-116.29675,43.65225,0,327
"Aedes sticticus",2020.6,-87.44595,32.91205,0,328
"Aedes sticticus",2009.62368421053,-87.90245,41.88435,0,329
"Culex tarsalis",2019.17948717949,-116.35485,43.68545,0,330
"Aedes communis",2020.02777777778,-105.56485,40.04175,0,331
"Culex tarsalis",2011.9945474373,-99.09085,19.35815,0,332
"Aedes communis",2013,-65.17705,44.34115,0,333
"Aedes communis",2014.51351351351,-111.41635,46.03435,0,334
"Aedes triseriatus",2018,-78.75585,35.71745,0,335
"Aedes sticticus",2020,-70.99535,42.25785,0,336
"Aedes sticticus",2013.05208333333,-93.59625,42.04205,0,337
"Culex pipiens",2024,-101.14095,20.22135,0,338
"Aedes sticticus",2020.21698113208,-87.80285,32.53855,0,339
"Culex quinquefasciatus",2019.525,-81.44505,28.54625,0,340
"Aedes communis",2018.67094515753,-89.53755,46.23355,0,341
"Aedes vexans",2016.28985507246,-112.01395,40.79705,0,342
"Culex tarsalis",2022,-101.87135,33.56775,0,343
"Aedes vexans",2017.09090909091,-111.93925,40.81365,0,344
"Culex quinquefasciatus",2016,-91.21415,16.31205,0,345
"Aedes sticticus",2020,-83.76075,41.63535,0,346
"Aedes sticticus",2012.97727272727,-111.98075,46.65685,0,347
"Aedes sticticus",2015.09756097561,-93.67095,41.64365,0,348
"Culex quinquefasciatus",2018,-117.35085,33.95785,0,349
"Aedes communis",2002,-64.72885,46.11735,0,350
"Culex tarsalis",2020.69230769231,-99.24855,47.12995,0,351
"Culex tarsalis",2012,-99.05765,19.30005,0,352
"Culex pipiens",2025,-81.28735,29.02765,0,353
"Aedes triseriatus",2020,-83.54495,41.69345,0,354
"Culex quinquefasciatus",2019,-81.19605,28.59605,0,355
"Culex quinquefasciatus",2019.59090909091,-81.32885,28.48815,0,356
"Aedes vexans",2017.14285714286,-116.37145,43.71865,0,357
"Culex quinquefasciatus",2012,-102.31955,21.96435,0,358
"Aedes triseriatus",2022,-75.82595,45.34545,0,359
"Culex quinquefasciatus",2016,-90.50865,19.84785,0,360
"Aedes sticticus",2016.75,-76.54805,36.73005,0,361
"Aedes communis",2009.38554216867,-93.77885,58.73335,0,362
"Culex tarsalis",1987,-99.14895,23.73225,0,363
"Aedes sticticus",2018.86315789474,-116.36315,43.70205,0,364
"Culex tarsalis",2020.60240963855,-99.05765,35.41035,0,365
"Culex tarsalis",2019.03125,-116.31335,43.67715,0,366
"Aedes communis",2019.60869565217,-89.52095,46.21695,0,367
"Aedes sticticus",2006.20471281296,-87.81945,41.73495,0,368
"Aedes sticticus",2019.46666666667,-71.20285,42.09185,0,369
"Aedes communis",2008,-94.14405,58.74165,0,370
"Aedes sticticus",2019.52941176471,-83.65285,41.61875,0,371
"Culex tarsalis",2001,-100.26115,25.59975,0,372
"Aedes fitchii",2019,-122.74585,50.33375,0,373
"Culex tarsalis",2012,-99.22365,19.30835,0,374
"Culex tarsalis",2018.6935483871,-116.40465,43.66885,0,375
"Culex quinquefasciatus",2019.4,-82.63195,27.53365,0,376
"Culex tarsalis",2018.14285714286,-116.36315,43.67715,0,377
"Aedes communis",2011,-95.59655,50.10135,0,378
"Aedes communis",2006,-151.48875,66.56025,0,379
"Aedes communis",2019.77966101695,-105.55655,40.04175,0,380
"Culex quinquefasciatus",2019.33333333333,-81.51975,28.55455,0,381
"Aedes communis",2014,-93.46345,58.72505,0,382
"Culex pipiens",2020.22222222222,-78.13335,38.87975,0,383
"Aedes communis",1999,-72.53085,43.62735,0,384
"Culex tarsalis",2018.84090909091,-116.47935,43.67715,0,385
"Culex tarsalis",2019.04,-116.30505,43.67715,0,386
"Aedes excrucians",2020.5,-99.18215,47.21295,0,387
"Aedes sticticus",2019.16666666667,-76.90495,38.92125,0,388
"Culex quinquefasciatus",2012,-99.11575,19.41625,0,389
"Culex tarsalis",2018.88888888889,-116.42955,43.69375,0,390
"Aedes communis",2020.78125,-147.51305,65.16585,0,391
"Aedes communis",2020.1,-145.75345,63.93745,0,392
"Aedes sticticus",2012,-117.76585,53.12255,0,393
"Aedes communis",2020.275,-89.52095,46.24185,0,394
"Aedes sticticus",2020,-83.85205,41.57725,0,395
"Aedes communis",2002.05555555556,-64.78695,46.10075,0,396
"Aedes communis",2019,-115.27585,67.78035,0,397
"Aedes sticticus",2016.75,-76.91325,38.98765,0,398
"Aedes sticticus",2008.3,-114.28815,48.27535,0,399
"Culex quinquefasciatus",2019,-86.40015,30.39715,0,400
"Aedes vexans",2017.9,-112.12185,40.79705,0,401
"Aedes excrucians",2006.66666666667,-93.81205,58.73335,0,402
"Culex quinquefasciatus",2018,-81.84345,26.65385,0,403
"Aedes sticticus",2012,-117.90695,53.19725,0,404
"Aedes sticticus",2016.75438596491,-76.78875,39.04575,0,405
"Aedes communis",2020.51428571429,-149.23945,63.87935,0,406
"Aedes sticticus",2019.33333333333,-83.83545,41.61875,0,407
"Aedes sticticus",2018.2972972973,-116.25525,43.64395,0,408
"Aedes sticticus",2020.45833333333,-84.31685,35.91665,0,409
"Culex tarsalis",1993,-100.16985,25.45865,0,410
"Aedes sticticus",2018.75438596491,-83.71925,41.61875,0,411
"Aedes sticticus",2015,-110.90175,46.53235,0,412
"Aedes vexans",2015.59016393443,-111.94755,40.83025,0,413
"Aedes communis",2018.25287356322,-72.19055,42.54005,0,414
"Aedes triseriatus",2020,-95.87875,31.94095,0,415
"Aedes fitchii",2010,-154.83365,64.91685,0,416
"Aedes communis",2014,-93.44685,58.71675,0,417
"Aedes sticticus",2014.6,-93.63775,42.04205,0,418
"Culex tarsalis",2020.28571428571,-87.41275,32.91205,0,419
"Aedes sticticus",2019.08333333333,-116.25525,43.72695,0,420
"Culex tarsalis",2018.67857142857,-116.37145,43.67715,0,421
"Culex quinquefasciatus",2012,-102.41915,22.23825,0,422
"Aedes sticticus",2022,-80.52375,37.37745,0,423
"Aedes sticticus",2021.125,-95.19815,39.04575,0,424
"Aedes communis",2022,-151.08205,60.45975,0,425
"Aedes fitchii",2021.625,-100.91685,46.80625,0,426
"Aedes sticticus",2014.72483221477,-93.68755,41.57725,0,427
"Aedes communis",2019,-132.10825,59.99495,0,428
"Aedes sticticus",2019.80612244898,-87.86925,41.80965,0,429
"Aedes triseriatus",2021.77777777778,-83.50345,35.69255,0,430
"Culex quinquefasciatus",2019.45454545455,-81.39525,28.46325,0,431
"Aedes sticticus",2016.88888888889,-76.66425,36.61385,0,432
"Aedes communis",2020,-135.32865,60.87475,0,433
"Aedes communis",1999.5,-73.36085,43.67715,0,434
"Culex quinquefasciatus",2018.5,-82.42445,27.41745,0,435
"Aedes communis",2017,-138.23365,61.00755,0,436
"Aedes communis",1999,-73.07865,44.37435,0,437
"Aedes sticticus",2006.19607843137,-114.13045,47.56155,0,438
"Aedes triseriatus",2020,-76.87175,39.00425,0,439
"Culex tarsalis",2020,-100.91685,46.76475,0,440
"Culex quinquefasciatus",2019.6,-82.54895,27.55025,0,441
"Aedes excrucians",2019.45238095238,-70.99535,42.19145,0,442
"Culex tarsalis",2019,-84.49115,31.19395,0,443
"Culex tarsalis",2022,-99.23195,47.14655,0,444
"Culex tarsalis",2011.82222222222,-115.46675,32.66305,0,445
"Aedes vexans",2012,-121.11905,48.71525,0,446
"Culex tarsalis",2023,-118.17255,37.50195,0,447
"Aedes sticticus",2020.68571428571,-95.18985,39.04575,0,448
"Culex tarsalis",1995,-99.50585,20.66125,0,449
"Aedes triseriatus",2020,-71.53485,41.83455,0,450
"Aedes vexans",2016.93023255814,-112.04715,40.80535,0,451
"Aedes communis",2018.67857142857,-89.55415,45.48655,0,452
"Culex tarsalis",2012,-99.19045,19.40795,0,453
"Culex tarsalis",2018.40816326531,-116.50425,43.67715,0,454
"Aedes sticticus",2019.96153846154,-87.43765,32.87885,0,455
"Culex pipiens",2020,-85.98515,39.88405,0,456
"Culex quinquefasciatus",2011,-99.19045,21.01815,0,457
"Culex quinquefasciatus",2019,-86.08475,30.31415,0,458
"Aedes communis",2002,-66.68765,45.98455,0,459
"Aedes communis",2003,-67.78325,47.07185,0,460
"Culex tarsalis",2011,-100.24455,19.05105,0,461
"Culex tarsalis",2018.61290322581,-116.37145,43.68545,0,462
"Aedes sticticus",2019.65432098765,-87.88585,41.74325,0,463
"Aedes sticticus",2004.96784565916,-87.89415,41.78475,0,464
"Culex tarsalis",2021.66666666667,-119.73295,37.08695,0,465
"Culex tarsalis",2018.84905660377,-116.47935,43.70205,0,466
"Culex tarsalis",2019.11320754717,-116.33825,43.50285,0,467
"Culex quinquefasciatus",2019,-81.55295,28.68735,0,468
"Aedes communis",2018.46666666667,-149.26435,63.87935,0,469
"Aedes vexans",2016.55357142857,-112.01395,40.80535,0,470
"Aedes communis",2018.60784313725,-71.30245,44.05895,0,471
"Culex tarsalis",2018.63865546218,-116.37145,43.69375,0,472
"Culex tarsalis",2021.86842105263,-96.59255,39.21175,0,473
"Culex quinquefasciatus",2019.39285714286,-81.32885,28.40515,0,474
