"scientificName","decimalLatitude","decimalLongitude","year"
"Aedes sierrensis",37.03337,-119.26219,2025
"Aedes sierrensis",37.03337,-119.26219,2025
"Aedes sierrensis",39.075692,-123.477336,2025
"Aedes sierrensis",38.575283,-122.707174,2025
"Aedes sierrensis",37.114513,-119.745324,2025
"Aedes sierrensis",45.762439,-122.330317,2025
"Aedes sierrensis",45.82049,-121.95191,2025
"Aedes sierrensis",37.034408,-119.243066,2025
"Aedes sierrensis",36.982926,-119.043178,2025
"Aedes sierrensis",37.00583,-119.00602,2025
"Aedes sierrensis",45.82049,-121.95191,2025
"Aedes sierrensis",37.03337,-119.26219,2025
"Aedes sierrensis",45.82049,-121.95191,2025
"Aedes sierrensis",37.00583,-119.00602,2025
"Aedes sierrensis",37.00583,-119.00602,2025
"Aedes sierrensis",45.82049,-121.95191,2025
"Aedes sierrensis",45.82049,-121.95191,2025
"Aedes sierrensis",45.82049,-121.95191,2025
"Aedes sierrensis",45.827907,-121.997031,2025
"Aedes sierrensis",45.831558,-121.989655,2025
"Aedes sierrensis",45.753024,-122.30509,2025
"Aedes sierrensis",40.681125,-122.424613,2025
"Aedes sierrensis",37.116164,-122.15682,2024
"Aedes sierrensis",37.740412,-122.150605,2024
"Aedes sierrensis",37.99077,-122.598106,2024
"Aedes sierrensis",37.965078,-122.566642,2024
"Aedes sierrensis",37.801712,-122.171088,2024
"Aedes sierrensis",37.549022,-122.383963,2024
"Aedes sierrensis",37.0856,-121.7955,2024
"Aedes sierrensis",37.0856,-121.7955,2024
"Aedes sierrensis",37.0856,-121.7955,2024
"Aedes sierrensis",40.032,-124.0249,2024
"Aedes sierrensis",37.03337,-119.26219,2024
"Aedes sierrensis",37.03337,-119.26219,2024
"Aedes sierrensis",37.273188,-122.287192,2024
"Aedes sierrensis",37.490663,-119.63243,2024
"Aedes sierrensis",40.749719,-111.813289,2024
"Aedes sierrensis",40.652132,-111.786435,2024
"Aedes sierrensis",37.84013,-122.200355,2024
"Aedes sierrensis",41.207823,-123.996615,2024
"Aedes sierrensis",37.002439,-122.067025,2024
"Aedes sierrensis",49.299484,-123.127985,2024
"Aedes sierrensis",40.2617,-121.3388,2024
"Aedes sierrensis",45.762439,-122.330317,2024
"Aedes sierrensis",37.00583,-119.00602,2024
"Aedes sierrensis",37.00583,-119.00602,2024
"Aedes sierrensis",45.821578,-121.987814,2024
"Aedes sierrensis",45.82049,-121.95191,2024
"Aedes sierrensis",45.82049,-121.95191,2024
"Aedes sierrensis",37.03337,-119.26219,2024
"Aedes sierrensis",37.031666,-119.273022,2024
"Aedes sierrensis",33.3939,-118.3957,2024
"Aedes sierrensis",47.525312,-122.609694,2024
"Aedes sierrensis",48.833558,-125.133847,2024
"Aedes sierrensis",48.65732,-124.70465,2024
"Aedes sierrensis",49.196095,-123.862618,2024
"Aedes sierrensis",47.565441,-122.049197,2024
"Aedes sierrensis",48.8279,-125.055686,2024
"Aedes sierrensis",45.762439,-122.330317,2024
"Aedes sierrensis",37.00583,-119.00602,2024
"Aedes sierrensis",37.00583,-119.00602,2024
"Aedes sierrensis",45.82049,-121.95191,2024
"Aedes sierrensis",45.82049,-121.95191,2024
"Aedes sierrensis",45.82049,-121.95191,2024
"Aedes sierrensis",45.82049,-121.95191,2024
"Aedes sierrensis",53.362717,-132.267563,2024
"Aedes sierrensis",47.864653,-123.932311,2024
"Aedes sierrensis",37.016483,-118.993497,2024
"Aedes sierrensis",45.82049,-121.95191,2024
"Aedes sierrensis",45.82049,-121.95191,2024
"Aedes sierrensis",45.82049,-121.95191,2024
"Aedes sierrensis",37.114513,-119.745324,2024
"Aedes sierrensis",38.543385,-121.763251,2024
"Aedes sierrensis",38.534255,-121.780736,2024
"Aedes sierrensis",45.82049,-121.95191,2024
"Aedes sierrensis",45.832042,-122.021174,2024
"Aedes sierrensis",45.82049,-121.95191,2024
"Aedes sierrensis",45.82049,-121.95191,2024
"Aedes sierrensis",37.03337,-119.26219,2024
"Aedes sierrensis",45.753024,-122.30509,2024
"Aedes sierrensis",37.089955,-119.723575,2023
"Aedes sierrensis",37.109009,-119.749511,2023
"Aedes sierrensis",37.109009,-119.749511,2023
"Aedes sierrensis",37.109009,-119.749511,2023
"Aedes sierrensis",37.096437,-119.73524,2023
"Aedes sierrensis",37.092865,-119.726034,2023
"Aedes sierrensis",37.081507,-119.727648,2023
"Aedes sierrensis",37.092865,-119.726034,2023
"Aedes sierrensis",37.081507,-119.727648,2023
"Aedes sierrensis",37.081507,-119.727648,2023
"Aedes sierrensis",37.10878,-119.73228,2023
"Aedes sierrensis",37.10878,-119.73228,2023
"Aedes sierrensis",37.10878,-119.73228,2023
"Aedes sierrensis",37.10878,-119.73228,2023
"Aedes sierrensis",37.092865,-119.726034,2023
"Aedes sierrensis",37.081507,-119.727648,2023
"Aedes sierrensis",37.109009,-119.749511,2023
"Aedes sierrensis",37.109009,-119.749511,2023
"Aedes sierrensis",37.096437,-119.73524,2023
"Aedes sierrensis",37.092865,-119.726034,2023
"Aedes sierrensis",37.089955,-119.723575,2023
"Aedes sierrensis",36.51676,-118.800826,2023
"Aedes sierrensis",37.081507,-119.727648,2023
"Aedes sierrensis",37.089955,-119.723575,2023
"Aedes sierrensis",37.38306,-121.74291,2023
"Aedes sierrensis",39.29909,-121.08547,2023
"Aedes sierrensis",34.417475,-119.28356,2023
"Aedes sierrensis",34.353327,-116.840428,2023
"Aedes sierrensis",37.286809,-122.157194,2023
"Aedes sierrensis",37.467488,-122.286962,2023
"Aedes sierrensis",37.287524,-122.15547,2023
"Aedes sierrensis",45.758502,-122.389604,2023
"Aedes sierrensis",45.815625,-121.993379,2023
"Aedes sierrensis",45.762439,-122.330317,2023
"Aedes sierrensis",45.758502,-122.389604,2023
"Aedes sierrensis",36.992408,-119.012116,2023
"Aedes sierrensis",37.00583,-119.00602,2023
"Aedes sierrensis",37.00583,-119.00602,2023
"Aedes sierrensis",45.762439,-122.330317,2023
"Aedes sierrensis",49.398493,-123.450732,2023
"Aedes sierrensis",45.815625,-121.993379,2023
"Aedes sierrensis",45.815625,-121.993379,2023
"Aedes sierrensis",45.815625,-121.993379,2023
"Aedes sierrensis",45.82049,-121.95191,2023
"Aedes sierrensis",45.82049,-121.95191,2023
"Aedes sierrensis",45.82049,-121.95191,2023
"Aedes sierrensis",45.82049,-121.95191,2023
"Aedes sierrensis",36.973665,-119.016631,2023
"Aedes sierrensis",37.00583,-119.00602,2023
"Aedes sierrensis",45.815625,-121.993379,2023
"Aedes sierrensis",45.815625,-121.993379,2023
"Aedes sierrensis",45.815625,-121.993379,2023
"Aedes sierrensis",45.82049,-121.95191,2023
"Aedes sierrensis",45.827907,-121.997031,2023
"Aedes sierrensis",45.821578,-121.987814,2023
"Aedes sierrensis",37.03337,-119.26219,2023
"Aedes sierrensis",37.03337,-119.26219,2023
"Aedes sierrensis",37.00583,-119.00602,2023
"Aedes sierrensis",36.994164,-119.018203,2023
"Aedes sierrensis",45.815625,-121.993379,2023
"Aedes sierrensis",45.831558,-121.989655,2023
"Aedes sierrensis",37.03337,-119.26219,2023
"Aedes sierrensis",36.994164,-119.018203,2023
"Aedes sierrensis",41.109806,-122.10077,2023
"Aedes sierrensis",32.680577,-116.820459,2022
"Aedes sierrensis",38.627279,-121.319849,2022
"Aedes sierrensis",38.451209,-122.715229,2022
"Aedes sierrensis",39.762895,-121.793992,2022
"Aedes sierrensis",37.679361,-122.406921,2022
"Aedes sierrensis",37.03337,-119.26219,2022
"Aedes sierrensis",37.03337,-119.26219,2022
"Aedes sierrensis",39.340003,-121.267218,2022
"Aedes sierrensis",37.225011,-121.917664,2022
"Aedes sierrensis",44.58027,-123.276558,2022
"Aedes sierrensis",37.03337,-119.26219,2022
"Aedes sierrensis",37.03337,-119.26219,2022
"Aedes sierrensis",45.758502,-122.389604,2022
"Aedes sierrensis",37.034408,-119.243066,2022
"Aedes sierrensis",37.034408,-119.243066,2022
"Aedes sierrensis",37.034408,-119.243066,2022
"Aedes sierrensis",37.031342,-119.262184,2022
"Aedes sierrensis",37.035811,-119.281555,2022
"Aedes sierrensis",37.034408,-119.243066,2022
"Aedes sierrensis",37.034408,-119.243066,2022
"Aedes sierrensis",37.034408,-119.243066,2022
"Aedes sierrensis",37.031342,-119.262184,2022
"Aedes sierrensis",37.035811,-119.281555,2022
"Aedes sierrensis",37.03337,-119.26219,2022
"Aedes sierrensis",37.03337,-119.26219,2022
"Aedes sierrensis",45.82049,-121.95191,2022
"Aedes sierrensis",45.82049,-121.95191,2022
"Aedes sierrensis",45.762439,-122.330317,2022
"Aedes sierrensis",45.762439,-122.330317,2022
"Aedes sierrensis",37.00583,-119.00602,2022
"Aedes sierrensis",37.00583,-119.00602,2022
"Aedes sierrensis",45.82049,-121.95191,2022
"Aedes sierrensis",45.765077,-122.384566,2022
"Aedes sierrensis",45.831558,-121.989655,2022
"Aedes sierrensis",45.821578,-121.987814,2022
"Aedes sierrensis",36.980194,-119.013482,2022
"Aedes sierrensis",45.825584,-121.849573,2022
"Aedes sierrensis",45.815625,-121.993379,2022
"Aedes sierrensis",45.81838,-122.003014,2022
"Aedes sierrensis",37.03434,-119.260617,2022
"Aedes sierrensis",45.765077,-122.384566,2022
"Aedes sierrensis",45.831558,-121.989655,2022
"Aedes sierrensis",45.825584,-121.849573,2022
"Aedes sierrensis",45.815625,-121.993379,2022
"Aedes sierrensis",45.81838,-122.003014,2022
"Aedes sierrensis",36.980194,-119.013482,2022
"Aedes sierrensis",37.03434,-119.260617,2022
"Aedes sierrensis",45.821578,-121.987814,2022
"Aedes sierrensis",37.038113,-122.060122,2022
"Aedes sierrensis",48.659805,-124.701324,2022
"Aedes sierrensis",36.992408,-119.012116,2022
"Aedes sierrensis",37.00583,-119.00602,2022
"Aedes sierrensis",45.82049,-121.95191,2022
"Aedes sierrensis",45.82049,-121.95191,2022
"Aedes sierrensis",45.831558,-121.989655,2022
"Aedes sierrensis",45.832042,-122.021174,2022
"Aedes sierrensis",36.992408,-119.012116,2022
"Aedes sierrensis",37.03434,-119.260617,2022
"Aedes sierrensis",45.831558,-121.989655,2022
"Aedes sierrensis",45.832042,-122.021174,2022
"Aedes sierrensis",37.03434,-119.260617,2022
"Aedes sierrensis",36.992408,-119.012116,2022
"Aedes sierrensis",49.147613,-122.840026,2022
"Aedes sierrensis",49.581598,-125.533916,2022
"Aedes sierrensis",40.435284,-120.8607,2022
"Aedes sierrensis",45.82049,-121.95191,2022
"Aedes sierrensis",45.82049,-121.95191,2022
"Aedes sierrensis",45.762439,-122.330317,2022
"Aedes sierrensis",45.815625,-121.993379,2022
"Aedes sierrensis",45.815625,-121.993379,2022
"Aedes sierrensis",37.03434,-119.260617,2022
"Aedes sierrensis",45.82049,-121.95191,2022
"Aedes sierrensis",45.82049,-121.95191,2022
"Aedes sierrensis",37.10878,-119.73228,2021
"Aedes sierrensis",37.089955,-119.723575,2021
"Aedes sierrensis",37.977858,-122.539688,2021
"Aedes sierrensis",38.494208,-122.90117,2021
"Aedes sierrensis",34.26552,-118.357727,2021
"Aedes sierrensis",38.413722,-122.956863,2021
"Aedes sierrensis",38.274815,-122.25674,2021
"Aedes sierrensis",39.261488,-123.162793,2021
"Aedes sierrensis",38.627279,-121.319849,2021
"Aedes sierrensis",37.967085,-122.268618,2021
"Aedes sierrensis",37.034408,-119.243066,2021
"Aedes sierrensis",37.03337,-119.26219,2021
"Aedes sierrensis",37.034408,-119.243066,2021
"Aedes sierrensis",37.287316,-122.348797,2021
"Aedes sierrensis",37.034408,-119.243066,2021
"Aedes sierrensis",45.762439,-122.330317,2021
"Aedes sierrensis",37.03337,-119.26219,2021
"Aedes sierrensis",37.03337,-119.26219,2021
"Aedes sierrensis",37.034408,-119.243066,2021
"Aedes sierrensis",38.443643,-122.771511,2021
"Aedes sierrensis",48.606247,-124.21952,2021
"Aedes sierrensis",49.19776,-122.5953,2021
"Aedes sierrensis",45.837416,-121.982655,2021
"Aedes sierrensis",45.837416,-121.982655,2021
"Aedes sierrensis",45.815625,-121.993379,2021
"Aedes sierrensis",45.829151,-122.00351,2021
"Aedes sierrensis",45.837416,-121.982655,2021
"Aedes sierrensis",45.821578,-121.987814,2021
"Aedes sierrensis",45.827907,-121.997031,2021
"Aedes sierrensis",45.831558,-121.989655,2021
"Aedes sierrensis",45.831558,-121.989655,2021
"Aedes sierrensis",37.034408,-119.243066,2021
"Aedes sierrensis",45.762439,-122.330317,2021
"Aedes sierrensis",45.762439,-122.330317,2021
"Aedes sierrensis",45.82049,-121.95191,2021
"Aedes sierrensis",45.82049,-121.95191,2021
"Aedes sierrensis",45.821578,-121.987814,2021
"Aedes sierrensis",45.829151,-122.00351,2021
"Aedes sierrensis",45.82049,-121.95191,2021
"Aedes sierrensis",45.82049,-121.95191,2021
"Aedes sierrensis",37.034408,-119.243066,2021
"Aedes sierrensis",37.03337,-119.26219,2021
"Aedes sierrensis",45.831558,-121.989655,2021
"Aedes sierrensis",45.831558,-121.989655,2021
"Aedes sierrensis",45.827907,-121.997031,2021
"Aedes sierrensis",45.815625,-121.993379,2021
"Aedes sierrensis",45.837416,-121.982655,2021
"Aedes sierrensis",45.837416,-121.982655,2021
"Aedes sierrensis",45.837416,-121.982655,2021
"Aedes sierrensis",45.821578,-121.987814,2021
"Aedes sierrensis",45.829151,-122.00351,2021
"Aedes sierrensis",37.034408,-119.243066,2021
"Aedes sierrensis",37.227701,-122.068238,2021
"Aedes sierrensis",37.585029,-118.864039,2021
"Aedes sierrensis",37.236549,-122.075359,2021
"Aedes sierrensis",45.763458,-122.336096,2021
"Aedes sierrensis",45.747351,-122.308509,2021
"Aedes sierrensis",45.837416,-121.982655,2021
"Aedes sierrensis",37.00583,-119.00602,2021
"Aedes sierrensis",36.980194,-119.013482,2021
"Aedes sierrensis",45.762439,-122.330317,2021
"Aedes sierrensis",45.747351,-122.308509,2021
"Aedes sierrensis",45.82049,-121.95191,2021
"Aedes sierrensis",45.82049,-121.95191,2021
"Aedes sierrensis",45.82049,-121.95191,2021
"Aedes sierrensis",45.82049,-121.95191,2021
"Aedes sierrensis",45.763458,-122.336096,2021
"Aedes sierrensis",45.747351,-122.308509,2021
"Aedes sierrensis",45.837416,-121.982655,2021
"Aedes sierrensis",37.025513,-119.003531,2021
"Aedes sierrensis",45.82049,-121.95191,2021
"Aedes sierrensis",45.82049,-121.95191,2021
"Aedes sierrensis",45.82049,-121.95191,2021
"Aedes sierrensis",45.82049,-121.95191,2021
"Aedes sierrensis",37.025513,-119.003531,2021
"Aedes sierrensis",53.470295,-128.835754,2021
"Aedes sierrensis",53.44912,-128.553,2021
"Aedes sierrensis",45.829151,-122.00351,2021
"Aedes sierrensis",37.353317,-122.162753,2020
"Aedes sierrensis",38.060965,-122.554108,2020
"Aedes sierrensis",38.552931,-122.787739,2020
"Aedes sierrensis",37.877147,-122.532937,2020
"Aedes sierrensis",35.910467,-118.72172,2020
"Aedes sierrensis",38.516045,-122.859255,2020
"Aedes sierrensis",37.30716,-122.190454,2020
"Aedes sierrensis",41.237592,-124.096707,2020
"Aedes sierrensis",49.250088,-124.946587,2020
"Aedes sierrensis",47.390545,-122.489901,2020
"Aedes sierrensis",37.83247,-122.20343,2020
"Aedes sierrensis",40.31103,-123.909954,2020
"Aedes sierrensis",50.143275,-125.148972,2020
"Aedes sierrensis",48.495062,-124.257392,2020
"Aedes sierrensis",45.815625,-121.993379,2020
"Aedes sierrensis",45.816,-121.993,2020
"Aedes sierrensis",45.82049,-121.95191,2020
"Aedes sierrensis",45.82049,-121.95191,2020
"Aedes sierrensis",45.815625,-121.993379,2020
"Aedes sierrensis",48.76389,-122.223478,2020
"Aedes sierrensis",49.398493,-123.450732,2020
"Aedes sierrensis",45.825584,-121.849573,2020
"Aedes sierrensis",45.832042,-122.021174,2020
"Aedes sierrensis",45.815625,-121.993379,2020
"Aedes sierrensis",45.825584,-121.849573,2020
"Aedes sierrensis",45.831558,-121.989655,2020
"Aedes sierrensis",45.837416,-121.982655,2020
"Aedes sierrensis",35.964589,-121.430658,2020
"Aedes sierrensis",45.826,-121.85,2020
"Aedes sierrensis",45.832,-121.99,2020
"Aedes sierrensis",45.816,-121.993,2020
"Aedes sierrensis",45.826,-121.85,2020
"Aedes sierrensis",45.837,-121.983,2020
"Aedes sierrensis",45.762439,-122.330317,2020
"Aedes sierrensis",45.758502,-122.389604,2020
"Aedes sierrensis",45.82049,-121.95191,2020
"Aedes sierrensis",45.82049,-121.95191,2020
"Aedes sierrensis",45.82049,-121.95191,2020
"Aedes sierrensis",45.82049,-121.95191,2020
"Aedes sierrensis",45.825584,-121.849573,2020
"Aedes sierrensis",45.832042,-122.021174,2020
"Aedes sierrensis",45.815625,-121.993379,2020
"Aedes sierrensis",45.831558,-121.989655,2020
"Aedes sierrensis",45.837416,-121.982655,2020
"Aedes sierrensis",45.825584,-121.849573,2020
"Aedes sierrensis",48.519597,-123.43003,2020
"Aedes sierrensis",45.832,-122.021,2020
"Aedes sierrensis",45.815625,-121.993379,2020
"Aedes sierrensis",45.816,-121.993,2020
"Aedes sierrensis",45.82049,-121.95191,2020
"Aedes sierrensis",45.82049,-121.95191,2020
"Aedes sierrensis",45.815625,-121.993379,2020
"Aedes sierrensis",45.746174,-122.314267,2020
"Aedes sierrensis",45.746174,-122.314267,2020
"Aedes sierrensis",33.675482,-117.466553,2019
"Aedes sierrensis",33.671977,-117.462943,2019
"Aedes sierrensis",37.096,-119.735,2019
"Aedes sierrensis",37.082,-119.728,2019
"Aedes sierrensis",37.408663,-122.235663,2019
"Aedes sierrensis",37.114513,-119.745324,2019
"Aedes sierrensis",37.10878,-119.73228,2019
"Aedes sierrensis",37.10878,-119.73228,2019
"Aedes sierrensis",37.096437,-119.73524,2019
"Aedes sierrensis",37.081507,-119.727648,2019
"Aedes sierrensis",33.675482,-117.466553,2019
"Aedes sierrensis",37.096437,-119.73524,2019
"Aedes sierrensis",37.081507,-119.727648,2019
"Aedes sierrensis",37.532792,-122.321275,2019
"Aedes sierrensis",37.09,-119.724,2019
"Aedes sierrensis",37.092865,-119.726034,2019
"Aedes sierrensis",45.758502,-122.389604,2019
"Aedes sierrensis",37.089955,-119.723575,2019
"Aedes sierrensis",38.541325,-121.762055,2019
"Aedes sierrensis",37.089955,-119.723575,2019
"Aedes sierrensis",38.354548,-122.503293,2019
"Aedes sierrensis",49.866668,-126.128745,2019
"Aedes sierrensis",45.828,-121.997,2019
"Aedes sierrensis",35.289947,-120.474522,2019
"Aedes sierrensis",37.089955,-119.723575,2019
"Aedes sierrensis",45.82049,-121.95191,2019
"Aedes sierrensis",45.82049,-121.95191,2019
"Aedes sierrensis",45.82049,-121.95191,2019
"Aedes sierrensis",37.03337,-119.26219,2019
"Aedes sierrensis",37.03337,-119.26219,2019
"Aedes sierrensis",45.827907,-121.997031,2019
"Aedes sierrensis",45.827907,-121.997031,2019
"Aedes sierrensis",50.1374,-123.1293,2019
"Aedes sierrensis",53.414075,-132.542069,2019
"Aedes sierrensis",43.34125,-124.127189,2019
"Aedes sierrensis",37.198568,-122.291426,2019
"Aedes sierrensis",37.200016,-122.286944,2019
"Aedes sierrensis",37.032,-119.273,2019
"Aedes sierrensis",36.974,-119.017,2019
"Aedes sierrensis",37.027,-119.285,2019
"Aedes sierrensis",37.029,-119.27,2019
"Aedes sierrensis",36.974,-119.017,2019
"Aedes sierrensis",45.828,-121.997,2019
"Aedes sierrensis",45.758502,-122.389604,2019
"Aedes sierrensis",45.758502,-122.389604,2019
"Aedes sierrensis",45.762439,-122.330317,2019
"Aedes sierrensis",37.00583,-119.00602,2019
"Aedes sierrensis",37.00583,-119.00602,2019
"Aedes sierrensis",37.00583,-119.00602,2019
"Aedes sierrensis",37.00583,-119.00602,2019
"Aedes sierrensis",45.82049,-121.95191,2019
"Aedes sierrensis",45.82049,-121.95191,2019
"Aedes sierrensis",37.03337,-119.26219,2019
"Aedes sierrensis",45.82049,-121.95191,2019
"Aedes sierrensis",45.82049,-121.95191,2019
"Aedes sierrensis",45.829151,-122.00351,2019
"Aedes sierrensis",45.82049,-121.95191,2019
"Aedes sierrensis",45.827907,-121.997031,2019
"Aedes sierrensis",36.973665,-119.016631,2019
"Aedes sierrensis",36.973665,-119.016631,2019
"Aedes sierrensis",37.02656,-119.285357,2019
"Aedes sierrensis",37.031666,-119.273022,2019
"Aedes sierrensis",37.028749,-119.270245,2019
"Aedes sierrensis",36.973665,-119.016631,2019
"Aedes sierrensis",37.02656,-119.285357,2019
"Aedes sierrensis",37.028749,-119.270245,2019
"Aedes sierrensis",37.031666,-119.273022,2019
"Aedes sierrensis",36.973665,-119.016631,2019
"Aedes sierrensis",45.827907,-121.997031,2019
"Aedes sierrensis",49.305,-123.1396,2019
"Aedes sierrensis",45.816,-121.993,2019
"Aedes sierrensis",45.822,-121.988,2019
"Aedes sierrensis",45.816,-121.993,2019
"Aedes sierrensis",37.04,-119.036,2019
"Aedes sierrensis",45.816,-121.993,2019
"Aedes sierrensis",49.243561,-124.092023,2019
"Aedes sierrensis",37.00583,-119.00602,2019
"Aedes sierrensis",37.00583,-119.00602,2019
"Aedes sierrensis",37.03337,-119.26219,2019
"Aedes sierrensis",45.82049,-121.95191,2019
"Aedes sierrensis",45.82049,-121.95191,2019
"Aedes sierrensis",45.82049,-121.95191,2019
"Aedes sierrensis",45.82049,-121.95191,2019
"Aedes sierrensis",45.815625,-121.993379,2019
"Aedes sierrensis",45.815625,-121.993379,2019
"Aedes sierrensis",45.815625,-121.993379,2019
"Aedes sierrensis",45.821578,-121.987814,2019
"Aedes sierrensis",37.039822,-119.036276,2019
"Aedes sierrensis",37.436747,-122.365785,2019
"Aedes sierrensis",37.039822,-119.036276,2019
"Aedes sierrensis",45.821578,-121.987814,2019
"Aedes sierrensis",45.815625,-121.993379,2019
"Aedes sierrensis",45.815625,-121.993379,2019
"Aedes sierrensis",45.815625,-121.993379,2019
"Aedes sierrensis",38.300873,-119.937425,2019
"Aedes sierrensis",45.837,-121.983,2019
"Aedes sierrensis",37.028749,-119.270245,2019
"Aedes sierrensis",37.03434,-119.260617,2019
"Aedes sierrensis",45.827907,-121.997031,2019
"Aedes sierrensis",45.82049,-121.95191,2019
"Aedes sierrensis",45.837416,-121.982655,2019
"Aedes sierrensis",45.837416,-121.982655,2019
"Aedes sierrensis",37.264294,-122.243146,2019
"Aedes sierrensis",33.407938,-117.238463,2018
"Aedes sierrensis",25.627199,-100.212914,2018
"Aedes sierrensis",34.030557,-119.795068,2018
"Aedes sierrensis",37.089955,-119.723575,2018
"Aedes sierrensis",37.927302,-122.15098,2018
"Aedes sierrensis",37.252537,-122.218541,2018
"Aedes sierrensis",36.762042,-121.495317,2018
"Aedes sierrensis",43.6098,-116.405,2018
"Aedes sierrensis",43.7246,-116.255,2018
"Aedes sierrensis",43.6492,-116.297,2018
"Aedes sierrensis",33.6611,-117.249,2018
"Aedes sierrensis",43.7246,-116.255,2018
"Aedes sierrensis",43.6098,-116.405,2018
"Aedes sierrensis",43.6492,-116.297,2018
"Aedes sierrensis",45.758502,-122.389604,2018
"Aedes sierrensis",45.758502,-122.389604,2018
"Aedes sierrensis",37.028829,-119.266198,2018
"Aedes sierrensis",37.029,-119.266,2018
"Aedes sierrensis",45.759,-122.39,2018
"Aedes sierrensis",45.759,-122.39,2018
"Aedes sierrensis",34.521288,-119.840347,2018
"Aedes sierrensis",37.252619,-122.218874,2018
"Aedes sierrensis",37.03337,-119.26219,2018
"Aedes sierrensis",37.03337,-119.26219,2018
"Aedes sierrensis",45.762439,-122.330317,2018
"Aedes sierrensis",37.096437,-119.73524,2018
"Aedes sierrensis",45.82049,-121.95191,2018
"Aedes sierrensis",45.829151,-122.00351,2018
"Aedes sierrensis",45.758502,-122.389604,2018
"Aedes sierrensis",45.758502,-122.389604,2018
"Aedes sierrensis",37.028829,-119.266198,2018
"Aedes sierrensis",43.6454,-116.279,2018
"Aedes sierrensis",33.6611,-117.249,2018
"Aedes sierrensis",33.949,-117.348,2018
"Aedes sierrensis",43.6454,-116.279,2018
"Aedes sierrensis",45.821578,-121.987814,2018
"Aedes sierrensis",45.829151,-122.00351,2018
"Aedes sierrensis",45.815625,-121.993379,2018
"Aedes sierrensis",45.827907,-121.997031,2018
"Aedes sierrensis",45.828,-121.997,2018
"Aedes sierrensis",45.829,-122.004,2018
"Aedes sierrensis",45.816,-121.993,2018
"Aedes sierrensis",45.822,-121.988,2018
"Aedes sierrensis",48.524397,-123.508707,2018
"Aedes sierrensis",47.390597,-122.489843,2018
"Aedes sierrensis",40.8124,-111.937,2018
"Aedes sierrensis",40.7104,-111.873,2018
"Aedes sierrensis",40.7309,-111.857,2018
"Aedes sierrensis",40.7884,-111.935,2018
"Aedes sierrensis",40.7104,-111.873,2018
"Aedes sierrensis",40.7858,-111.904,2018
"Aedes sierrensis",47.390545,-122.489901,2018
"Aedes sierrensis",47.390545,-122.489901,2018
"Aedes sierrensis",37.035811,-119.281555,2018
"Aedes sierrensis",37.034408,-119.243066,2018
"Aedes sierrensis",45.762439,-122.330317,2018
"Aedes sierrensis",45.82049,-121.95191,2018
"Aedes sierrensis",45.82049,-121.95191,2018
"Aedes sierrensis",37.086793,-119.732525,2018
