"scientificName","year","lon","lat","presence","row_code","system.index","bio01","bio02","bio03","bio04","bio05","bio06","bio07","bio08","bio09","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","forest","shrub","grass","wetland","crop","urban","water","landcover","fold","geo"
"Aedes sierrensis",2025,-122.353506,40.842729,1,11,"0000000000000000000a",15.4900966183575,14.9294685990338,42.5615942028986,69.1299758454106,35.8942028985507,1.26014492753623,34.6340579710145,7.86014492753623,24.6679951690821,24.6679951690821,7.26171497584541,1529.58816425121,278.964975845411,7,79,767.809178743961,40,40,746.042270531401,1,0,0,0,0,0,0,1,1,"{""type"":""Polygon"",""coordinates"":[[[-122.35350567875624,40.851729186793136],[-122.36056361783999,40.84997419287346],[-122.36486817532499,40.8453938777075],[-122.3647408943997,40.839774912710425],[-122.3602323893806,40.83530868157513],[-122.35310123379348,40.83373665858849],[-122.34612775589267,40.83567173461695],[-122.34203086823673,40.840359468467305],[-122.34240873879672,40.84597198334747],[-122.34711496837441,40.85032036098568],[-122.35350567875624,40.851729186793136]]]}"
"Aedes sierrensis",2025,-122.633669,38.10276,1,12,"0000000000000000000b",13.7731493099122,12.2943538268507,54.9824341279799,36.7303513174404,25.8835633626098,3.69723964868256,22.1863237139272,9.08243412797992,17.9974905897114,18.3436637390213,9.03927227101631,908.195734002509,201.653701380176,1.10790464240903,92.5583437892095,508.377666248432,9.34127979924718,14.0853199498118,507.998745294856,0,1,0,0,0,0,0,8,3,"{""type"":""Polygon"",""coordinates"":[[[-122.63367099794424,38.11175873978541],[-122.64045622341531,38.11000376584351],[-122.6445945260759,38.105423482477356],[-122.64447224746714,38.09980451632717],[-122.64013792630132,38.095338252714434],[-122.63328217159129,38.093766211646354],[-122.62657801045366,38.09570130943995],[-122.62263941706057,38.1003890742662],[-122.62300277579193,38.10600158572534],[-122.62752722292667,38.11034993035703],[-122.63367099794424,38.11175873978541]]]}"
"Aedes sierrensis",2025,-122.0842,37.28706,1,13,"0000000000000000000c",13.8939432989691,12.7117268041237,54,38.5978479381443,26.6671391752577,3.38105670103093,23.2860824742268,9.24548969072165,18.6243556701031,19.0148195876289,9.24548969072165,736.547680412371,152.921391752577,2,88.4046391752577,394.490979381443,8.63917525773196,13.639175257732,394.490979381443,1,0,0,0,0,0,0,6,1,"{""type"":""Polygon"",""coordinates"":[[[-122.0841982706334,37.296059843179606],[-122.09090923762338,37.29430487489474],[-122.09500226974814,37.28972460053335],[-122.09488135297714,37.28410563405678],[-122.0905944612261,37.2796393612474],[-122.08381369717362,37.27806731505912],[-122.07718286999477,37.280002419016036],[-122.07328737931716,37.284690192613716],[-122.07364678627286,37.29030270310398],[-122.0781217348061,37.294651038389226],[-122.0841982706334,37.296059843179606]]]}"
"Aedes sierrensis",2025,-121.701997,39.845547,1,14,"0000000000000000000d",15.0767441860465,13.4818849449204,42.4112607099143,63.6833782129743,33.3313341493268,1.97282741738066,31.3585067319461,8.09853121175031,23.4680538555692,23.4680538555692,7.56450428396573,1196.48347613219,225.984088127295,2,81.3647490820073,606.888616891065,23.1138310893513,23.1138310893513,593.742962056304,1,0,0,0,0,0,0,1,2,"{""type"":""Polygon"",""coordinates"":[[[-121.70199534203938,39.85454487731209],[-121.70894968121212,39.85278989084679],[-121.71319108110072,39.84820958754634],[-121.71306570069665,39.842590622118905],[-121.70862336551971,39.83812437886527],[-121.70159683033546,39.836552349131914],[-121.69472566159308,39.838487433281585],[-121.69068890759458,39.843175178690025],[-121.69106126554915,39.8487876922938],[-121.69569843879681,39.85313605761622],[-121.70199534203938,39.85454487731209]]]}"
"Aedes sierrensis",2025,-122.395483,40.520618,1,15,"0000000000000000000e",16.810487804878,14.4980487804878,41.980487804878,70.384243902439,36.7951219512195,2.2980487804878,34.4970731707317,8.29743902439024,25.9941463414634,25.9941463414634,8.29743902439024,1055.91585365854,204.503658536585,5,78.2024390243902,531.736585365854,32.9573170731707,32.9573170731707,531.736585365854,0,1,0,0,0,0,0,8,2,"{""type"":""Polygon"",""coordinates"":[[[-122.39548365607337,40.52961710399536],[-122.40250756122532,40.527862112507805],[-122.40679137063746,40.523281801213166],[-122.40666471409112,40.51766283607567],[-122.4021779467261,40.51319660098656],[-122.39508116026066,40.5116245757987],[-122.3881412922106,40.513559654476836],[-122.3840641592486,40.51824739209821],[-122.38444021887982,40.52385990656194],[-122.38912376257034,40.52820828018191],[-122.39548365607337,40.52961710399536]]]}"
"Aedes sierrensis",2023,-119.73228,37.10878,1,16,"0000000000000000000f",15.8780804150454,15.4243839169909,44,67.7803891050584,35.928664072633,1.5,34.428664072633,8.87315175097276,24.7268482490272,24.7268482490272,7.7,529.693904020752,96.9079118028535,1,82.2892347600519,268.900129701686,6,6,265.412451361868,0,1,0,0,0,0,0,8,1,"{""type"":""Polygon"",""coordinates"":[[[-119.7322766337007,37.11778052396179],[-119.7389717664281,37.11602555689696],[-119.74305514543069,37.11144528447758],[-119.74293451903648,37.105826317930635],[-119.73865774074311,37.101360043137845],[-119.73189296709371,37.09978799584531],[-119.72527777705623,37.101723101131455],[-119.72139147724496,37.10641087662083],[-119.72175004154606,37.11202338690214],[-119.72621443540035,37.11637172017167],[-119.7322766337007,37.11778052396179]]]}"
"Aedes sierrensis",2025,-122.403878,37.802103,1,17,"00000000000000000010",14.3131125827815,7.83933774834437,51.005298013245,23.723880794702,22.1324503311258,6.94423841059603,15.1882119205298,11.041059602649,16.4043708609272,17.0324503311258,11.041059602649,549.158940397351,118.943046357616,1,89.507284768212,300.323178807947,7,33.0728476821192,300.323178807947,0,0,0,0,0,1,0,17,3,"{""type"":""Polygon"",""coordinates"":[[[-122.403880143357,37.81110385125682],[-122.41063764823096,37.80934887941454],[-122.41475905146609,37.80476859939051],[-122.41463728123969,37.799149633119185],[-122.4103206654119,37.794683366093096],[-122.40349290460266,37.793111323124656],[-122.39681611892328,37.795046423205775],[-122.39289361571863,37.79973419128755],[-122.39325549926771,37.805346702387105],[-122.3977614686446,37.80969504354984],[-122.403880143357,37.81110385125682]]]}"
"Aedes sierrensis",2025,-122.295073,37.419527,1,18,"00000000000000000011",12.7744871794872,11.1529487179487,54.3525641025641,35.0217692307692,24.2316666666667,3.84871794871795,20.3829487179487,8.90269230769231,17.0326923076923,17.581282051282,8.90269230769231,878.198717948718,171.560256410256,2,85.5038461538462,453.275641025641,12.6717948717949,17.1948717948718,453.275641025641,1,0,0,0,0,0,0,1,1,"{""type"":""Polygon"",""coordinates"":[[[-122.2950736185519,37.428526358174324],[-122.30179644165905,37.4267713889792],[-122.30589670168709,37.422191113168864],[-122.30577556749049,37.41657214674481],[-122.30148110315247,37.41210587541525],[-122.29468836607417,37.41053383005085],[-122.28804583037876,37.41246893301604],[-122.28414345791647,37.417156705202316],[-122.28450349581891,37.42276921584849],[-122.2889863473084,37.42711755263765],[-122.2950736185519,37.428526358174324]]]}"
"Aedes sierrensis",2025,-122.069016,37.235307,1,19,"00000000000000000012",13.1711168164313,12.5962772785623,53.3786906290116,39.9547240051348,26.4998716302953,3.10770218228498,23.3921694480103,8.68254172015405,18.1739409499358,18.61540436457,8.68254172015405,896.18998716303,181.514762516046,2,87.602053915276,475.738125802311,10.7766367137356,15.9229781771502,475.738125802311,1,0,0,0,0,0,0,1,1,"{""type"":""Polygon"",""coordinates"":[[[-122.06901503154639,37.24430751635332],[-122.07572138764118,37.24255254842321],[-122.07981160880267,37.2379722746265],[-122.079690776589,37.23235330812947],[-122.07540682984987,37.22788703474337],[-122.06863072215971,37.226314988234],[-122.06200444847437,37.22825009257742],[-122.05811163415255,37.23293786672515],[-122.05847079572985,37.23855037715465],[-122.06294267076888,37.24289871185378],[-122.06901503154639,37.24430751635332]]]}"
"Aedes sierrensis",2025,-122.011636,36.98807,1,20,"00000000000000000013",13.8,12.1467948717949,61,28.2858461538462,23.9728205128205,4.18948717948718,19.7833333333333,10.1534615384615,16.9655128205128,17.3270512820513,10.1534615384615,711.03717948718,158.507692307692,2,91.5320512820513,401.535897435898,8,12.0384615384615,401.535897435898,0,0,0,0,0,1,0,17,1,"{""type"":""Polygon"",""coordinates"":[[[-122.01163531919065,36.99706819934395],[-122.0183198096269,36.99531323310193],[-122.02239670071395,36.99073296199231],[-122.02227626948176,36.985113995397896],[-122.01800628849689,36.98064771926746],[-122.01125226208433,36.979075671230184],[-122.00464758185441,36.981010777412784],[-122.00076745927286,36.985698554177965],[-122.00112545721953,36.99131106431834],[-122.00558275721743,36.995659396228426],[-122.01163531919065,36.99706819934395]]]}"
"Aedes sierrensis",2025,-118.436021,34.107888,1,21,"00000000000000000014",17.2083333333333,12.2662568306011,52.844262295082,38.0956284153005,29.5273224043716,6.48866120218579,23.0386612021858,13.0489071038251,21.7515027322404,22.5359289617486,12.8489071038251,445.631147540983,95.5587431693989,0,93.8879781420765,259.277322404372,5,12.3989071038251,247.838797814208,0,1,0,0,0,0,0,7,3,"{""type"":""Polygon"",""coordinates"":[[[-118.43602041656509,34.11688577881167],[-118.4424689266234,34.11513083147086],[-118.44640195562066,34.110550590448234],[-118.44628585171347,34.104931622763864],[-118.44216659314996,34.10046531590526],[-118.43565087444188,34.09889325075997],[-118.42927923718388,34.100828377535926],[-118.42553608747184,34.10551618360846],[-118.42588152699612,34.11112869051105],[-118.43018152888679,34.11547699119255],[-118.43602041656509,34.11688577881167]]]}"
"Aedes sierrensis",2025,-121.563374,40.323237,1,22,"00000000000000000015",7.10674846625767,14.9831901840491,45.678527607362,60.9028588957055,26.4154601226994,-6.07067484662577,32.4861349693252,0.809079754601227,15.1428220858896,15.1428220858896,0.0649079754601227,1207.93251533742,198.471165644172,7.09325153374233,68.8552147239264,561.355828220859,54.1570552147239,54.1570552147239,543.00245398773,1,0,0,0,0,0,0,1,2,"{""type"":""Polygon"",""coordinates"":[[[-121.56337526759089,40.33223499586459],[-121.57037858830891,40.33048000585585],[-121.57464984883937,40.32589969691511],[-121.57452356991455,40.320280731692236],[-121.57004994994152,40.31581449419906],[-121.56297395066655,40.31424246767277],[-121.55605441058248,40.316177547962006],[-121.55198922567384,40.32086528787631],[-121.55236419000069,40.32647780208682],[-121.55703401278024,40.33082617326357],[-121.56337526759089,40.33223499586459]]]}"
"Aedes sierrensis",2025,-119.648992,37.488292,1,23,"00000000000000000016",8.69922480620155,14.0381136950904,46,59.1860981912145,26.5691214470284,-3.82480620155039,30.3939276485788,2.43643410852713,16.6334625322997,16.7456072351421,2.1297157622739,1046.56718346253,192.692506459948,4.6343669250646,79.7144702842377,528.744186046512,25.577519379845,34.9043927648579,519.480620155039,1,0,0,0,0,0,0,1,1,"{""type"":""Polygon"",""coordinates"":[[[-119.64899400332551,37.49729015551951],[-119.65572301171284,37.4955351858506],[-119.65982704250314,37.49095490928608],[-119.65970579487579,37.485335942889364],[-119.65540737995529,37.480869672330044],[-119.64860839660741,37.47929762739449],[-119.64195975263561,37.48123272984348],[-119.6380537899789,37.48592050129512],[-119.63841415704249,37.491533012022444],[-119.6429011314662,37.4958813495944],[-119.64899400332551,37.49729015551951]]]}"
"Aedes sierrensis",2025,-123.400117,39.449835,1,24,"00000000000000000017",11.4216520650814,15.7888610763454,53.8260325406758,46.5650062578223,28.6571964956195,-0.333541927409262,28.9907384230288,6.37396745932416,17.4787234042553,17.6451814768461,6.05056320400501,1340.01752190238,253.433041301627,2.9261576971214,85.3929912390488,709.704630788486,20.0287859824781,36.5506883604506,687.896120150188,1,0,0,0,0,0,0,1,2,"{""type"":""Polygon"",""coordinates"":[[[-123.40011912341473,39.4588353316272],[-123.40703376481616,39.45708034806007],[-123.41125096369676,39.45250004937279],[-123.41112631146613,39.44688108377808],[-123.4067093314968,39.44241483581295],[-123.39972288524524,39.44084280345654],[-123.39289091979747,39.44277789076366],[-123.38887720802715,39.44746564066575],[-123.38924745356373,39.45307815377324],[-123.39385816551275,39.45742651430743],[-123.40011912341473,39.4588353316272]]]}"
"Aedes sierrensis",2025,-122.423026,49.180299,1,25,"00000000000000000018",9.6289,9.2207,36.86,53.73064,23.5366,-1.1291,24.6657,3.3707,16.5187,16.5187,2.8709,1748.196,253.165,51.398,46.695,719.998,191.713,191.713,661.452,0,1,0,0,0,0,0,8,2,"{""type"":""Polygon"",""coordinates"":[[[-122.42302752328051,49.18929836821254],[-122.43119600804835,49.18754330133875],[-122.43617756650625,49.18296287005311],[-122.43602988785348,49.17734390927358],[-122.43081207748993,49.17287779673217],[-122.42255947900266,49.171305839768344],[-122.41448933123219,49.17324083632312],[-122.40974783904362,49.177928457061576],[-122.41018477599766,49.18354098442709],[-122.41563124055509,49.18788948259243],[-122.42302752328051,49.18929836821254]]]}"
"Aedes sierrensis",2025,-122.567627,37.887817,1,26,"00000000000000000019",13.7641123882503,9.53742017879949,52.7215836526181,30.6653512132822,22.9651340996169,5.04380587484036,17.9213282247765,10.2233716475096,17.1844189016603,17.561558109834,9.74993614303959,951.487867177522,195.215836526181,2,88.5772669220945,511.472541507024,12.3959131545338,16.4993614303959,501.513409961686,0,1,0,0,0,0,0,8,3,"{""type"":""Polygon"",""coordinates"":[[[-122.56762725224164,37.89681669170616],[-122.57439261781961,37.89506171926706],[-122.57851881321028,37.890481438293016],[-122.57839689882364,37.88486247205612],[-122.57407526230921,37.8803962060003],[-122.56723956329328,37.87882416357204],[-122.56055501477853,37.88075926300292],[-122.55662794889395,37.88544703015929],[-122.55699025076049,37.89105954136107],[-122.56150145985902,37.89540788350986],[-122.56762725224164,37.89681669170616]]]}"
"Aedes sierrensis",2025,-124.288026,40.321099,1,27,"0000000000000000001a",11.6693349753695,8.28165024630542,54.9864532019704,23.8837315270936,19.5439655172414,4.57118226600985,14.9727832512315,9.27253694581281,14.4054187192118,14.7852216748768,8.77253694581281,1800.06157635468,343.273399014778,3,83,942.789408866995,30.0467980295566,47.0098522167488,931.709359605912,0,0,1,0,0,0,0,10,1,"{""type"":""Polygon"",""coordinates"":[[[-124.288024243379,40.33009908645999],[-124.2950273424629,40.328344096467205],[-124.29929846787853,40.32376378755186],[-124.29917219301953,40.31814482232807],[-124.29469871460547,40.31367858480896],[-124.28762293914784,40.312106558268226],[-124.28070361793662,40.31404163857485],[-124.27663856167358,40.31872937851388],[-124.27701351420714,40.32434189272166],[-124.28168318925253,40.32869026387205],[-124.288024243379,40.33009908645999]]]}"
"Aedes sierrensis",2019,-119.260617,37.03434,1,28,"0000000000000000001b",12.589703989704,14.6967824967825,44.1441441441441,64.7175675675676,31.4433719433719,-1.34658944658945,32.7899613899614,5.84169884169884,21.2009009009009,21.2458172458172,5.18764478764479,817.779922779923,155.07722007722,2.96525096525097,82.0849420849421,421.464607464607,14.2638352638353,21.7387387387387,418.063063063063,1,0,0,0,0,0,0,1,1,"{""type"":""Polygon"",""coordinates"":[[[-119.26061521977249,37.043340290975564],[-119.26730378215863,37.04158532441845],[-119.27138315564989,37.03700505280725],[-119.27126264974504,37.03138608623102],[-119.26699006797621,37.02691981061283],[-119.26023192945921,37.025347762860754],[-119.25362322796995,37.027282868700055],[-119.24974074185883,37.031970644976674],[-119.250098956504,37.037583155171006],[-119.254558970751,37.0419314876017],[-119.26061521977249,37.043340290975564]]]}"
"Aedes sierrensis",2025,-119.576062,49.492132,1,29,"0000000000000000001c",8.78927855711423,11.4431863727455,33,78.9353306613227,28.2850701402806,-5.71372745490982,33.9987975951904,16.9313627254509,4.3314629258517,19.0488977955912,-1.35110220440882,304.493987975952,33.7705410821643,17,20.1322645290581,89.8777555110221,61.5080160320641,86.9849699398797,80.6402805611222,0,0,0,0,0,1,0,17,3,"{""type"":""Polygon"",""coordinates"":[[[-119.57606094649535,49.501132223082124],[-119.5842813615775,49.49937715301913],[-119.58929457622465,49.494796716657525],[-119.5891459424238,49.4891777560626],[-119.58389496451687,49.484711648705314],[-119.57558992838435,49.48313969462746],[-119.56746850124942,49.48507468770829],[-119.56269686676076,49.48976230350222],[-119.56313656432305,49.495374831413265],[-119.56861764207525,49.499723334847296],[-119.57606094649535,49.501132223082124]]]}"
"Aedes sierrensis",2025,-116.859176,33.311535,1,30,"0000000000000000001d",12.2157676348548,13.5035961272476,45.8118948824343,58.6808437067773,29.0170124481328,-0.0864453665283541,29.1034578146611,6.01078838174274,17.5659751037344,20.2788381742739,5.79474412171508,733.219917012448,128.421853388658,3.66804979253112,78.8575380359613,379.200553250346,34.3485477178423,52.6486860304288,361.781466113416,0,1,0,0,0,0,0,7,3,"{""type"":""Polygon"",""coordinates"":[[[-116.85917526564133,33.32053492167678],[-116.86556423842835,33.31877997933292],[-116.86946097139807,33.31419974626458],[-116.8693459592953,33.30858077829216],[-116.86526472762202,33.30411446330977],[-116.85880913331201,33.30254239364149],[-116.85249629217614,33.30447752586189],[-116.84878770038152,33.30916533968256],[-116.8491299714791,33.31477784572905],[-116.85339028746533,33.31912613815449],[-116.85917526564133,33.32053492167678]]]}"
"Aedes sierrensis",2025,-122.254993,44.213178,1,31,"0000000000000000001e",9.25977900552486,12.9900552486188,43.4895027624309,57.9029834254144,27.2886187845304,-2.24331491712707,29.5319337016575,2.56475138121547,16.7791160220994,16.8280662983425,2.15977900552486,1870.91933701657,306.277348066298,20.8596685082873,62.5160220994475,875.837569060773,120.420994475138,121.32044198895,801.085082872928,1,0,0,0,0,0,0,1,3,"{""type"":""Polygon"",""coordinates"":[[[-122.25499521828351,44.22217639084863],[-122.26244475501773,44.220421369953485],[-122.26698803952445,44.215841011850166],[-122.26685357170682,44.21022204841134],[-122.2620949518751,44.20575586112834],[-122.25456834650191,44.204183862555396],[-122.24720815478493,44.20611890919638],[-122.24288396795836,44.210806601221684],[-122.24328267236008,44.21641912071977],[-122.24824992587193,44.22076754292491],[-122.25499521828351,44.22217639084863]]]}"
"Aedes sierrensis",2025,-119.905659,34.614804,1,32,"0000000000000000001f",15.3143624161074,13.189932885906,53.1114093959732,39.6111275167785,28.4679194630873,3.94791946308725,24.52,11.0574496644295,20.2218791946309,20.6930201342282,10.6748993288591,515.496644295302,108.477852348993,0,95.3919463087248,304.175838926174,2,8.88724832214765,284.224161073826,0,1,0,0,0,0,0,7,1,"{""type"":""Polygon"",""coordinates"":[[[-119.90565985996184,34.623800845668455],[-119.91214750717185,34.62204589509766],[-119.91610439557796,34.61746564893349],[-119.91598757398677,34.61184668143533],[-119.91184331823364,34.60738037982783],[-119.90528807638987,34.605808317606154],[-119.8988777891477,34.607743440862905],[-119.8951119225978,34.61243124192711],[-119.89545944492535,34.61804374938307],[-119.89978553457742,34.62239205540119],[-119.90565985996184,34.623800845668455]]]}"
