system:index,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,presence,row_code,scientificName,year,.geo
0000000000000000015a,71.19255455712452,123.69704749679074,43.397946084724005,5717.839537869062,235.395378690629,-45.84082156611039,281.2362002567394,10.463414634146341,148.39537869062897,149.390243902439,10.362002567394093,811.571245186136,151.4659820282413,5.898587933247753,77.76508344030808,410.49935815147626,23.39152759948652,38.49293966623876,406.9550706033376,0,347,Aedes communis,2020.5799560546875,"{""type"":""Polygon"",""coordinates"":[[[-119.00254920540534,37.01294705819527],[-119.00923509213287,37.011192091845174],[-119.01331283444833,37.00661182056349],[-119.01319237761054,37.00099285397532],[-119.00892150480432,36.9965265780206],[-119.00216606833123,36.99495453008115],[-118.99556000919203,36.99688963614599],[-118.99167907614479,37.00157741274358],[-118.99203714839844,37.00718992290247],[-118.99649537912546,37.01153825499113],[-119.00254920540534,37.01294705819527]]]}"
0000000000000000015b,-16.314578005115088,128.91048593350385,37.971867007672635,7410.943734015346,168.4143222506394,-167.30306905370844,335.7173913043478,-38.63299232736573,-6.551150895140665,82.41815856777494,-103.38874680306907,766.3503836317136,82.89386189258312,45.62020460358057,16.0,233.08184143222508,157.83631713554988,195.31074168797954,180.12148337595914,0,348,Aedes communis,2018.55871886121,"{""type"":""Polygon"",""coordinates"":[[[-105.58145321362183,40.06734655688569],[-105.58842922835429,40.065591568848],[-105.59268384233079,40.06101126304468],[-105.5925580643166,40.055392297708025],[-105.58810188483241,40.05092605701056],[-105.58105346053684,40.049354028700336],[-105.57416088625276,40.05128911113695],[-105.57011155086434,40.05597685410737],[-105.57048506221211,40.06158936798039],[-105.57513668370062,40.065937735900654],[-105.58145321362183,40.06734655688569]]]}"
0000000000000000015d,-117.01326530612243,115.07091836734693,22.0,14511.97704081633,162.04999999999998,-354.0801020408164,516.1301020408163,77.11122448979592,-233.82551020408155,77.11122448979592,-290.08010204081637,224.10561224489797,45.0,8.0,64.0,113.01683673469387,27.0,113.01683673469387,31.0,0,350,Aedes communis,2022.2249755859375,"{""type"":""Polygon"",""coordinates"":[[[-149.3722513094334,68.66914886625408],[-149.3869271578397,68.66739345051657],[-149.39587458957163,68.66281246407374],[-149.3956060824745,68.65719352360652],[-149.38623235410145,68.65272797804717],[-149.37141073510142,68.65115633666497],[-149.35691659650166,68.65309095334037],[-149.34839807531424,68.65777803328314],[-149.34917974197057,68.66339062019296],[-149.358962719547,68.6677396946093],[-149.3722513094334,68.66914886625408]]]}"
00000000000000000160,70.86778593913957,140.0,34.0,8723.48688352571,289.26442812172087,-112.30849947534102,401.5729275970619,158.2644281217209,-41.996852046169984,183.96117523609652,-41.996852046169984,301.6285414480587,51.21615949632738,9.0,53.08499475341028,133.7691500524659,36.132214060860434,115.50786988457502,36.132214060860434,0,353,Aedes communis,2013.75409836066,"{""type"":""Polygon"",""coordinates"":[[[-111.8728479400402,46.65754564489548],[-111.88062614283002,46.65579060251375],[-111.88536978600348,46.651210210210685],[-111.88522928170792,46.645591248014085],[-111.88026074286208,46.64112509565952],[-111.87240224601362,46.63955311653169],[-111.86471749442417,46.64148813976598],[-111.86020253683334,46.646175798477415],[-111.86061872218066,46.651788321652646],[-111.86580504844697,46.65613677935562],[-111.8728479400402,46.65754564489548]]]}"
0000000000000000017c,-40.30440173589585,109.32114073155611,25.0,11550.56168629882,186.30936143831372,-238.19652820830754,424.50588964662126,110.20954742715438,-111.85678859268444,110.20954742715438,-180.53006819590826,397.9119652820831,79.5505269683819,10.809051456912584,66.16057036577804,206.23310601363914,41.04897706137631,206.23310601363914,55.84066955982641,0,381,Aedes communis,2019.48837209302,"{""type"":""Polygon"",""coordinates"":[[[-149.19795396745636,63.88834596730734],[-149.21008348839172,63.8865906810396],[-149.2174793118533,63.8820099006022],[-149.2172583675529,63.8763909525689],[-149.2095107750322,63.871925196616964],[-149.19725913423335,63.87035343814303],[-149.1852782520774,63.872288195767666],[-149.17823765802885,63.87697547639019],[-149.17888473013954,63.882588041232914],[-149.18697104383125,63.88693690181216],[-149.19795396745636,63.88834596730734]]]}"
0000000000000000017e,40.81501632208922,119.58977149075079,26.385201305767147,11110.668117519042,254.52665941240483,-188.76605005440697,443.29270946681186,162.39608269858545,-112.18498367791076,175.32208922742117,-112.18498367791076,816.310119695321,110.0,22.0,44.31120783460285,312.1849836779108,87.81610446137107,308.18498367791085,87.81610446137107,0,383,Aedes communis,2020.02777777778,"{""type"":""Polygon"",""coordinates"":[[[-90.08535021942569,45.83584925737279],[-90.0930127806611,45.83409422244995],[-90.0976859278242,45.82951384201897],[-90.09754754798944,45.82389487939104],[-90.09265286927328,45.81942871491144],[-90.08491114797464,45.817856729033494],[-90.07734059235345,45.81979176039311],[-90.07289275764947,45.82447943066912],[-90.0733027928513,45.830091952567976],[-90.0784120384876,45.83444039794824],[-90.08535021942569,45.83584925737279]]]}"
00000000000000000193,59.49616648411829,100.03066812705366,28.0,8936.63417305586,237.184008762322,-118.9813800657174,356.1653888280394,22.830230010952903,170.15334063526834,170.15334063526834,-60.667031763417306,1095.8707557502737,119.8258488499452,74.55421686746988,14.0,328.89266155531215,237.10076670317633,237.10076670317633,284.1511500547645,0,404,Aedes communis,2003.0,"{""type"":""Polygon"",""coordinates"":[[[-67.20224691087846,45.23824945239209],[-67.20982847312334,45.23649442275686],[-67.21445224237456,45.23191405074206],[-67.21431535023854,45.226295087808424],[-67.2094724055729,45.221828914733315],[-67.20181247812384,45.22025692407015],[-67.19432190949789,45.22219196118988],[-67.1899210898065,45.22687963966408],[-67.19032681689357,45.23249216065804],[-67.19538207257231,45.23684059730266],[-67.20224691087846,45.23824945239209]]]}"
00000000000000000195,-49.63083284111047,99.69108092144121,20.0,14605.500295333728,206.27643236857654,-285.46544595392794,491.7418783225044,134.04902539870054,-132.75782634376847,134.04902539870054,-236.90431187241586,303.42055522740696,51.988186650915544,7.06497341996456,55.70112226816302,144.08446544595395,34.838747784997054,144.08446544595395,53.31246308328412,0,406,Aedes communis,2019.90625,"{""type"":""Polygon"",""coordinates"":[[[-147.488151800422,65.19144690456005],[-147.50087488093683,65.18969158766554],[-147.5086324183203,65.18511075849393],[-147.50840041998777,65.17949181224743],[-147.50027375993562,65.17502610606768],[-147.48742299086732,65.17345437529524],[-147.47485620582572,65.17538909957426],[-147.467471098201,65.18007633272283],[-147.46814957970517,65.18568890278895],[-147.4766314175234,65.19003781395467],[-147.488151800422,65.19144690456005]]]}"
0000000000000000019b,39.16160520607375,119.03796095444685,26.037960954446852,11111.32863340564,253.0,-190.00976138828636,443.0097613882863,161.02711496746204,-113.83839479392624,174.0,-113.83839479392624,819.6431670281995,110.50867678958785,22.0,44.2527114967462,314.35357917570497,87.28958785249456,310.30043383947935,87.28958785249456,0,412,Aedes communis,2017.92592592593,"{""type"":""Polygon"",""coordinates"":[[[-90.08535021942569,45.810949637090346],[-90.0930093545253,45.80919460239008],[-90.09768041308145,45.804614222313354],[-90.09754209617972,45.79899525967256],[-90.09264960573486,45.79452909483114],[-90.08491134418395,45.79295710875177],[-90.07734417188381,45.79489214035386],[-90.07289832584391,45.799579810974954],[-90.07330817882485,45.805192332835716],[-90.07841514077113,45.80954077784827],[-90.08535021942569,45.810949637090346]]]}"
000000000000000001a1,54.77702702702704,130.85022522522527,30.91779279279279,9741.166666666668,260.61373873873873,-155.93243243243245,416.54617117117135,7.426801801801804,-62.65540540540542,176.22747747747752,-76.81869369369372,1230.6306306306305,123.82995495495497,87.32432432432434,10.0,343.08671171171176,269.67229729729735,317.8772522522523,290.1452702702703,0,418,Aedes communis,2017.9000244140625,"{""type"":""Polygon"",""coordinates"":[[[-71.28585152371471,44.0679494627131],[-71.29328162426398,44.06619444311815],[-71.29781306013011,44.061614087084344],[-71.29767894915078,44.05599512357038],[-71.29293274324601,44.05152893417375],[-71.28542576503075,44.04995693442414],[-71.27808476689195,44.051891982481514],[-71.27377186160582,44.05657967652275],[-71.27416953209845,44.06219219579829],[-71.27912383029462,44.06654061585535],[-71.28585152371471,44.0679494627131]]]}"
000000000000000001a5,64.01128205128205,126.03794871794872,34.03794871794871,7976.224615384614,270.29128205128205,-91.76820512820512,362.0594871794871,142.81128205128206,19.5425641025641,168.01128205128205,-37.909743589743584,485.66256410256403,65.0974358974359,29.964102564102564,25.09538461538461,157.09641025641022,94.4225641025641,139.13435897435897,116.50564102564103,0,422,Aedes communis,2008.55882352941,"{""type"":""Polygon"",""coordinates"":[[[-114.25495323200364,48.12664999616586],[-114.26295132605367,48.12489493986553],[-114.2678290153185,48.120314525408936],[-114.2676844697399,48.1146955640175],[-114.26257548701548,48.110229434288485],[-114.25449494538829,48.10865746775638],[-114.2465930539044,48.1105924758288],[-114.2419504629426,48.11528011296046],[-114.24237834099931,48.12089263851715],[-114.24771123408786,48.12524111921459],[-114.25495323200364,48.12664999616586]]]}"
000000000000000001aa,-33.24595267745952,109.45205479452052,23.0,13006.923412204236,206.59153175591533,-256.0958904109589,462.68742216687417,131.76089663760897,-103.16811955168119,131.76089663760897,-196.38107098381067,294.36737235367366,65.0,6.0,80.36799501867995,171.6737235367372,21.07783312577833,171.6737235367372,29.082191780821915,0,427,Aedes communis,2020.66964285714,"{""type"":""Polygon"",""coordinates"":[[[-145.7534500131052,63.88834596730734],[-145.76557953404057,63.8865906810396],[-145.7729753575022,63.88200990060221],[-145.77275441320174,63.87639095256888],[-145.76500682068107,63.871925196616964],[-145.75275517988223,63.87035343814303],[-145.7407742977263,63.872288195767666],[-145.73373370367773,63.87697547639021],[-145.73438077578842,63.88258804123293],[-145.7424670894801,63.88693690181216],[-145.7534500131052,63.88834596730734]]]}"
000000000000000001ae,44.66081229418221,123.09549945115256,27.0,11072.069154774972,262.7727771679473,-184.56531284302963,447.3380900109769,166.6608122941822,-107.0,179.41383095499452,-107.0,802.0570801317235,109.97365532381998,22.0,44.72008781558726,309.65203073545547,85.0,298.67837541163556,85.0,0,431,Aedes communis,2019.3008356546,"{""type"":""Polygon"",""coordinates"":[[[-89.58734889557475,45.5204525807615],[-89.59496839004073,45.518697548643324],[-89.59961528323676,45.514117172676436],[-89.59947769443849,45.508498209886355],[-89.59461052245668,45.50403204084753],[-89.58691229049242,45.50246005243142],[-89.57938426351338,45.50439508684631],[-89.57496142646033,45.50908276147079],[-89.57536917109465,45.514695282889676],[-89.58044971055865,45.519043723636386],[-89.58734889557475,45.5204525807615]]]}"
000000000000000001bf,-41.42857142857143,101.20094842916421,20.0,14751.774155305275,213.7332542975697,-282.9905157083581,496.72377000592775,142.4742145820984,-123.94427978660349,142.4742145820984,-232.41671606401897,310.6816834617665,50.41138114997035,7.630705394190872,50.96087729697689,139.69176052163607,36.98340248962656,139.69176052163607,58.16419679905159,0,448,Aedes communis,2020.16666666667,"{""type"":""Polygon"",""coordinates"":[[[-147.51304696160338,65.16654728427761],[-147.5257580939161,65.16479196799642],[-147.53350835025566,65.16021113980075],[-147.53327657463547,65.15459219351847],[-147.52515754506493,65.15012648634199],[-147.5123188359628,65.1485547550148],[-147.4997638446835,65.15048947996159],[-147.49238567201337,65.15517671406086],[-147.49306352146266,65.16078928402239],[-147.50153739762914,65.16513819417509],[-147.51304696160338,65.16654728427761]]]}"
000000000000000001c5,-34.58483530142947,110.76693598508392,23.0,13014.593536357987,206.92541951522693,-258.74083281541334,465.66625233064025,130.61528899937852,-104.02610316967062,130.61528899937852,-197.74083281541334,294.18831572405225,64.71348663766315,6.0,79.78993163455563,170.71348663766318,21.69670602858919,170.71348663766318,29.125543816034806,0,454,Aedes communis,2018.375,"{""type"":""Polygon"",""coordinates"":[[[-145.73684877988322,63.855147959964434],[-145.7489639822972,63.853392674439725],[-145.75635107987702,63.84881189518472],[-145.75613040198755,63.843192947108065],[-145.74839195382958,63.83872718994859],[-145.736154766302,63.83715543080257],[-145.72418801835488,63.839090189236224],[-145.71715573507512,63.84377747101054],[-145.7178020492322,63.849390035726515],[-145.72587882145518,63.853738895078465],[-145.73684877988322,63.855147959964434]]]}"
000000000000000001c6,-11.40455120101138,131.8369152970923,38.73198482932997,7357.580278128951,174.39064475347664,-163.57395701643492,337.9646017699115,-33.33628318584071,-1.524652338811631,86.72566371681417,-98.06700379266749,743.3413400758535,80.04045512010114,44.243994943109996,16.0,225.27054361567642,153.58280657395701,191.38938053097348,173.0986093552465,0,455,Aedes communis,2020.11428571429,"{""type"":""Polygon"",""coordinates"":[[[-105.57315036746031,40.05074978276476],[-105.58012468335902,40.04899479485006],[-105.58437826167457,40.0444144892425],[-105.58425251482373,40.038795523898735],[-105.57979742039451,40.03432928300136],[-105.57275071166919,40.03275725457982],[-105.56585981505535,40.03469233715042],[-105.56181146574016,40.039380080311545],[-105.56218488669057,40.04499259416349],[-105.5668353757907,40.04934096188057],[-105.57315036746031,40.05074978276476]]]}"
000000000000000001d4,45.34868421052632,123.34868421052633,27.0,11090.85307017544,263.4013157894737,-184.375,447.7763157894738,167.34868421052633,-106.6513157894737,180.2434210526316,-106.6513157894737,801.5625000000001,109.6513157894737,22.0,44.5405701754386,308.96600877192986,84.92763157894736,298.24232456140356,84.92763157894736,0,469,Aedes communis,2019.23267326733,"{""type"":""Polygon"",""coordinates"":[[[-89.58734889557475,45.503846888438474],[-89.59496614236161,45.50209185646708],[-89.5996116653464,45.49751148073385],[-89.59947411783065,45.49189251793528],[-89.59460838144145,45.48742634865783],[-89.58691241921383,45.48585436010887],[-89.57938661183213,45.48778939468367],[-89.57496507942085,45.492477069535745],[-89.57537270450689,45.49808959092952],[-89.58045174577788,45.50243803143371],[-89.58734889557475,45.503846888438474]]]}"
000000000000000001d7,36.884199134199136,122.0,27.0,10897.170995670996,251.88419913419912,-185.89502164502167,437.77922077922074,157.97294372294374,-94.89502164502164,169.8387445887446,-112.0,847.8387445887447,109.0,28.0,37.023809523809526,302.7012987012987,111.13528138528136,301.6645021645022,113.27489177489178,0,472,Aedes communis,2019.22580645161,"{""type"":""Polygon"",""coordinates"":[[[-89.56244481619125,46.24255048715443],[-89.57016398318896,46.240795448567724],[-89.5748716377349,46.23621506230504],[-89.57473221806337,46.23059609988898],[-89.56980138529248,46.22612994136531],[-89.56200250302645,46.2245579588031],[-89.55437604913291,46.22649298617147],[-89.5498953582221,46.23118065076684],[-89.55030840395516,46.23679317329268],[-89.55545538009501,46.241141624725984],[-89.56244481619125,46.24255048715443]]]}"
000000000000000001e0,-4.856962025316457,136.31772151898736,39.68354430379747,7265.320253164558,182.48101265822788,-158.27594936708863,340.7569620253165,-26.65316455696203,4.918987341772152,92.15822784810125,-90.24683544303798,710.7430379746836,76.1367088607595,42.71518987341772,16.230379746835446,214.50759493670887,146.8417721518987,187.47341772151896,161.92025316455698,0,481,Aedes communis,2019.77966101695,"{""type"":""Polygon"",""coordinates"":[[[-105.55654913423832,40.05074978276476],[-105.56352345013703,40.04899479485006],[-105.5677770284526,40.0444144892425],[-105.56765128160175,40.03879552389874],[-105.56319618717252,40.034329283001355],[-105.55614947844721,40.03275725457982],[-105.54925858183337,40.03469233715042],[-105.54521023251819,40.039380080311545],[-105.5455836534686,40.044992594163496],[-105.55023414256871,40.04934096188057],[-105.55654913423832,40.05074978276476]]]}"
000000000000000001e4,-40.96592317224289,108.74287484510535,25.0,11541.995043370513,185.23420074349445,-238.6375464684015,423.8717472118961,109.5470879801735,-112.63506815365552,109.5470879801735,-181.2211895910781,399.36183395291204,79.81722428748454,11.0,65.94981412639406,206.76703841387857,41.81722428748452,206.76703841387857,56.22118959107808,0,485,Aedes communis,2017.77272727273,"{""type"":""Polygon"",""coordinates"":[[[-149.21455520067832,63.88834596730734],[-149.2266847216137,63.8865906810396],[-149.2340805450753,63.8820099006022],[-149.23385960077488,63.87639095256888],[-149.2261120082542,63.871925196616964],[-149.2138603674553,63.87035343814303],[-149.2018794852994,63.872288195767666],[-149.19483889125084,63.87697547639019],[-149.19548596336153,63.882588041232914],[-149.2035722770532,63.88693690181216],[-149.21455520067832,63.88834596730734]]]}"
000000000000000001e6,40.23510292524377,120.0,26.709642470205853,11112.05633802817,254.28602383531964,-189.3661971830986,443.6522210184182,162.2860238353196,-112.95666305525462,174.73456121343446,-112.95666305525462,816.489707475623,110.0,22.0,44.057421451787654,312.9425785482124,87.0,308.3152762730228,87.0,0,487,Aedes communis,2018.78260869565,"{""type"":""Polygon"",""coordinates"":[[[-90.06044614004219,45.810949637090346],[-90.06810527514179,45.80919460239008],[-90.07277633369795,45.80461422231336],[-90.07263801679622,45.79899525967256],[-90.06774552635136,45.79452909483115],[-90.06000726480045,45.79295710875178],[-90.0524400925003,45.79489214035386],[-90.0479942464604,45.79957981097496],[-90.04840409944134,45.805192332835716],[-90.05351106138762,45.80954077784827],[-90.06044614004219,45.810949637090346]]]}"
000000000000000001e8,-34.34057071960298,110.26985111662532,23.0,12996.97270471464,206.81327543424317,-258.0210918114144,464.8343672456576,130.46588089330024,-103.95533498759303,130.46588089330024,-197.02915632754343,294.32258064516134,65.0,6.0,80.0,171.10669975186102,21.688585607940446,171.10669975186102,29.132754342431767,0,489,Aedes communis,2020.58510638298,"{""type"":""Polygon"",""coordinates"":[[[-145.73684877988322,63.87174919318641],[-145.74897113778266,63.86999390729035],[-145.75636259600395,63.86541312744442],[-145.75614178498066,63.859794179389425],[-145.74839876705198,63.85532842283347],[-145.73615435669709,63.85375666402331],[-145.7241805453699,63.855691422052644],[-145.71714410889686,63.86037870325134],[-145.71779080183242,63.865991268030655],[-145.72587234227512,63.87034012799597],[-145.73684877988322,63.87174919318641]]]}"
000000000000000001ef,57.69966254218223,132.92688413948258,31.0,9795.010123734535,265.5658042744657,-155.16647919010126,420.73228346456693,9.808773903262091,-60.38470191226098,179.7806524184477,-75.0517435320585,1196.2463442069743,120.38020247469068,84.80877390326208,10.0,333.59055118110234,260.89763779527556,310.2992125984252,281.32958380202473,0,496,Aedes communis,2019.38922155689,"{""type"":""Polygon"",""coordinates"":[[[-71.28585152371471,44.076247849773566],[-71.2932826661024,44.074492830108824],[-71.2978147370919,44.06991247396393],[-71.29768060698532,44.064293510454014],[-71.29293373565635,44.05982732117083],[-71.28542570536531,44.05825532148437],[-71.27808367839194,44.06019036946573],[-71.27377016838102,44.06487806339876],[-71.2741678942947,44.07049058268624],[-71.27912288693535,44.0748390028586],[-71.28585152371471,44.076247849773566]]]}"
00000000000000000203,71.49935316946959,123.38809831824062,44.0,5665.27554980595,234.58990944372576,-44.65588615782664,279.2457956015524,11.34411384217335,148.26778783958602,149.29107373868044,11.34411384217335,854.111254851229,158.9417852522639,5.611901681759378,78.83958602846053,434.14489003880976,22.68305304010349,37.683053040103495,431.058214747736,0,516,Aedes communis,2022.28571428571,"{""type"":""Polygon"",""coordinates"":[[[-119.06065575123282,37.021249904356786],[-119.06734236849944,37.01949493795015],[-119.0714205561773,37.01491466657848],[-119.07130008594268,37.009295699993565],[-119.0670287465358,37.00482942413075],[-119.06027257231958,37.00325737624247],[-119.05366579173557,37.005192482245725],[-119.04978443465296,37.00988025875566],[-119.05014254578397,37.01549276892423],[-119.05460126346814,37.019841101106294],[-119.06065575123282,37.021249904356786]]]}"
